Year,Date,Event Name,Finish,Start,Driver,Car Number,Series,Track,Sponsor,Sponsor,Promotion,Team,Car,Laps Completed,Status,Laps Led,Laps,Race Summary
2004,2/15/2004,2004 Daytona 500,1,3,"Dale Earnhardt, Jr.",8,NASCAR Nextel Cup,Daytona International Speedway,Budweiser Born On Date,Budweiser Born,On Date,"Dale Earnhardt, Inc.",Chevrolet,200,running,58,200,"2004 Daytona 500
Sunday, February 15, 2004 at Daytona International Speedway, Daytona Beach, FL
2004,2/15/2004,2004 Daytona 500,2,5,Tony Stewart,20,NASCAR Nextel Cup,Daytona International Speedway,Home Depot,Home Depot,,Joe Gibbs,Chevrolet,200,running,98,200,"2004 Daytona 500
Sunday, February 15, 2004 at Daytona International Speedway, Daytona Beach, FL
2004,2/15/2004,2004 Daytona 500,3,26,Scott Wimmer,22,NASCAR Nextel Cup,Daytona International Speedway,Caterpillar,Caterpillar,,Bill Davis,Dodge,200,running,5,200,"2004 Daytona 500
Sunday, February 15, 2004 at Daytona International Speedway, Daytona Beach, FL
2004,2/15/2004,2004 Daytona 500,4,10,Kevin Harvick,29,NASCAR Nextel Cup,Daytona International Speedway,GM Goodwrench,GM Goodwrench,,Richard Childress,Chevrolet,200,running,6,200,"2004 Daytona 500
Sunday, February 15, 2004 at Daytona International Speedway, Daytona Beach, FL
2004,2/15/2004,2004 Daytona 500,5,6,Jimmie Johnson,48,NASCAR Nextel Cup,Daytona International Speedway,Lowe,Lowe,,Rick Hendrick,Chevrolet,200,running,16,200,"2004 Daytona 500
Sunday, February 15, 2004 at Daytona International Speedway, Daytona Beach, FL
2004,2/15/2004,2004 Daytona 500,6,14,Joe Nemechek,1,NASCAR Nextel Cup,Daytona International Speedway,U.S. Army,U.S. Army,,Nelson Bowers,Chevrolet,200,running,0,200,"2004 Daytona 500
Sunday, February 15, 2004 at Daytona International Speedway, Daytona Beach, FL
2004,2/15/2004,2004 Daytona 500,7,2,Elliott Sadler,38,NASCAR Nextel Cup,Daytona International Speedway,M&M's,M&M's,,Yates Racing,Ford,200,running,0,200,"2004 Daytona 500
Sunday, February 15, 2004 at Daytona International Speedway, Daytona Beach, FL
2004,2/15/2004,2004 Daytona 500,8,39,Jeff Gordon,24,NASCAR Nextel Cup,Daytona International Speedway,DuPont,DuPont,,Rick Hendrick,Chevrolet,200,running,8,200,"2004 Daytona 500
Sunday, February 15, 2004 at Daytona International Speedway, Daytona Beach, FL
2004,2/15/2004,2004 Daytona 500,9,12,Matt Kenseth,17,NASCAR Nextel Cup,Daytona International Speedway,DeWalt Power Tools,DeWalt Power,Tools,Jack Roush,Ford,200,running,2,200,"2004 Daytona 500
Sunday, February 15, 2004 at Daytona International Speedway, Daytona Beach, FL
2004,2/15/2004,2004 Daytona 500,10,31,Dale Jarrett,88,NASCAR Nextel Cup,Daytona International Speedway,UPS,UPS,,Yates Racing,Ford,200,running,0,200,"2004 Daytona 500
Sunday, February 15, 2004 at Daytona International Speedway, Daytona Beach, FL
2004,2/15/2004,2004 Daytona 500,11,13,Bobby Labonte,18,NASCAR Nextel Cup,Daytona International Speedway,Interstate Batteries,Interstate Batteries,,Joe Gibbs,Chevrolet,200,running,0,200,"2004 Daytona 500
Sunday, February 15, 2004 at Daytona International Speedway, Daytona Beach, FL
2004,2/15/2004,2004 Daytona 500,12,1,Greg Biffle,16,NASCAR Nextel Cup,Daytona International Speedway,National Guard,National Guard,,Jack Roush,Ford,200,running,0,200,"2004 Daytona 500
Sunday, February 15, 2004 at Daytona International Speedway, Daytona Beach, FL
2004,2/15/2004,2004 Daytona 500,13,29,John Andretti,1,NASCAR Nextel Cup,Daytona International Speedway,Post,Post,,"Dale Earnhardt, Inc.",Chevrolet,200,running,1,200,"2004 Daytona 500
Sunday, February 15, 2004 at Daytona International Speedway, Daytona Beach, FL
2004,2/15/2004,2004 Daytona 500,14,25,Casey Mears,41,NASCAR Nextel Cup,Daytona International Speedway,Target,Target,,Chip Ganassi,Dodge,200,running,0,200,"2004 Daytona 500
Sunday, February 15, 2004 at Daytona International Speedway, Daytona Beach, FL
2004,2/15/2004,2004 Daytona 500,15,23,Dave Blaney,23,NASCAR Nextel Cup,Daytona International Speedway,Whelen Engineering,Whelen Engineering,,Bill Davis,Dodge,200,running,0,200,"2004 Daytona 500
Sunday, February 15, 2004 at Daytona International Speedway, Daytona Beach, FL
2004,2/15/2004,2004 Daytona 500,16,15,Kurt Busch,97,NASCAR Nextel Cup,Daytona International Speedway,Sharpie,Sharpie,,Jack Roush,Ford,199,running,0,200,"2004 Daytona 500
Sunday, February 15, 2004 at Daytona International Speedway, Daytona Beach, FL
2004,2/15/2004,2004 Daytona 500,17,19,Ward Burton,0,NASCAR Nextel Cup,Daytona International Speedway,NetZero Hi Speed,NetZero Hi,Speed,Gene Haas,Chevrolet,199,running,0,200,"2004 Daytona 500
Sunday, February 15, 2004 at Daytona International Speedway, Daytona Beach, FL
2004,2/15/2004,2004 Daytona 500,18,16,Ricky Rudd,21,NASCAR Nextel Cup,Daytona International Speedway,Motorcraft,Motorcraft,,Wood Brothers,Ford,199,running,0,200,"2004 Daytona 500
Sunday, February 15, 2004 at Daytona International Speedway, Daytona Beach, FL
2004,2/15/2004,2004 Daytona 500,19,17,Brendan Gaughan,77,NASCAR Nextel Cup,Daytona International Speedway,Kodak,Kodak,,Doug Bawel,Dodge,199,running,0,200,"2004 Daytona 500
Sunday, February 15, 2004 at Daytona International Speedway, Daytona Beach, FL
2004,2/15/2004,2004 Daytona 500,20,38,Terry Labonte,5,NASCAR Nextel Cup,Daytona International Speedway,Kellogg,Kellogg,,Rick Hendrick,Chevrolet,199,running,1,200,"2004 Daytona 500
Sunday, February 15, 2004 at Daytona International Speedway, Daytona Beach, FL
2004,2/15/2004,2004 Daytona 500,21,33,Kyle Petty,45,NASCAR Nextel Cup,Daytona International Speedway,Georgia-Pacific,Georgia-Pacific,,Petty Enterprises,Dodge,199,running,5,200,"2004 Daytona 500
Sunday, February 15, 2004 at Daytona International Speedway, Daytona Beach, FL
2004,2/15/2004,2004 Daytona 500,22,43,Mike Skinner,33,NASCAR Nextel Cup,Daytona International Speedway,Bass Pro Shops,Bass Pro,Shops,Richard Childress,Chevrolet,198,running,0,200,"2004 Daytona 500
Sunday, February 15, 2004 at Daytona International Speedway, Daytona Beach, FL
2004,2/15/2004,2004 Daytona 500,23,28,Ricky Craven,32,NASCAR Nextel Cup,Daytona International Speedway,Tide,Tide,,Cal Wells,Chevrolet,198,running,0,200,"2004 Daytona 500
Sunday, February 15, 2004 at Daytona International Speedway, Daytona Beach, FL
2004,2/15/2004,2004 Daytona 500,24,40,Jimmy Spencer,7,NASCAR Nextel Cup,Daytona International Speedway,Johnny Cat,Johnny Cat,,Jim Smith,Dodge,198,running,0,200,"2004 Daytona 500
Sunday, February 15, 2004 at Daytona International Speedway, Daytona Beach, FL
2004,2/15/2004,2004 Daytona 500,25,22,Jeremy Mayfield,19,NASCAR Nextel Cup,Daytona International Speedway,Dodge Dealers,Dodge Dealers,,Ray Evernham,Dodge,195,running,0,200,"2004 Daytona 500
Sunday, February 15, 2004 at Daytona International Speedway, Daytona Beach, FL
2004,2/15/2004,2004 Daytona 500,26,21,Johnny Sauter,30,NASCAR Nextel Cup,Daytona International Speedway,America Online,America Online,,Richard Childress,Chevrolet,193,running,0,200,"2004 Daytona 500
Sunday, February 15, 2004 at Daytona International Speedway, Daytona Beach, FL
2004,2/15/2004,2004 Daytona 500,27,24,"Johnny Benson, Jr.",9,NASCAR Nextel Cup,Daytona International Speedway,Miccosukee Gaming,Miccosukee Gaming,,James Finch,Dodge,177,crash,0,200,"2004 Daytona 500
Sunday, February 15, 2004 at Daytona International Speedway, Daytona Beach, FL
2004,2/15/2004,2004 Daytona 500,28,41,Larry Foyt,14,NASCAR Nextel Cup,Daytona International Speedway,LPGA,LPGA,,A.J. Foyt,Dodge,176,running,0,200,"2004 Daytona 500
Sunday, February 15, 2004 at Daytona International Speedway, Daytona Beach, FL
2004,2/15/2004,2004 Daytona 500,29,18,Rusty Wallace,2,NASCAR Nextel Cup,Daytona International Speedway,Miller Lite,Miller Lite,,Roger Penske,Dodge,154,running,0,200,"2004 Daytona 500
Sunday, February 15, 2004 at Daytona International Speedway, Daytona Beach, FL
2004,2/15/2004,2004 Daytona 500,30,42,Derrike Cope,50,NASCAR Nextel Cup,Daytona International Speedway,Thrifty Rent-a-Car,Thrifty Rent-a-Car,,Don Arnold,Dodge,153,running,0,200,"2004 Daytona 500
Sunday, February 15, 2004 at Daytona International Speedway, Daytona Beach, FL
2004,2/15/2004,2004 Daytona 500,31,20,Ryan Newman,12,NASCAR Nextel Cup,Daytona International Speedway,Alltel,Alltel,,Roger Penske,Dodge,149,running,0,200,"2004 Daytona 500
Sunday, February 15, 2004 at Daytona International Speedway, Daytona Beach, FL
2004,2/15/2004,2004 Daytona 500,32,32,Kevin Lepage,4,NASCAR Nextel Cup,Daytona International Speedway,YokeTV.com,YokeTV.com,,Larry McClure,Chevrolet,132,running,0,200,"2004 Daytona 500
Sunday, February 15, 2004 at Daytona International Speedway, Daytona Beach, FL
