Year,Date,Event Name,Finish,Start,Driver,Car Number,Series,Track,Sponsor,Sponsor,Promotion,Team,Car,Laps Completed,Status,Laps Led,Laps,Race Summary
2016,2/21/2016,2016 Daytona 500,1,11,Denny Hamlin,11,NASCAR Sprint Cup,Daytona International Speedway,FedEx Express,FedEx Express,,Joe Gibbs,Toyota,200,running,95,200,"2016 Daytona 500
Sunday, February 21, 2016 at Daytona International Speedway, Daytona Beach, FL
2016,2/21/2016,2016 Daytona 500,2,28,Martin Truex Jr,78,NASCAR Sprint Cup,Daytona International Speedway,Bass Pro Shops,Bass Pro,Shops,Barney Visser,Toyota,200,running,2,200,"2016 Daytona 500
Sunday, February 21, 2016 at Daytona International Speedway, Daytona Beach, FL
2016,2/21/2016,2016 Daytona 500,3,4,Kyle Busch,18,NASCAR Sprint Cup,Daytona International Speedway,M&M's,M&M's,,Joe Gibbs,Toyota,200,running,19,200,"2016 Daytona 500
Sunday, February 21, 2016 at Daytona International Speedway, Daytona Beach, FL
2016,2/21/2016,2016 Daytona 500,4,9,Kevin Harvick,4,NASCAR Sprint Cup,Daytona International Speedway,Jimmy John,Jimmy John,,Stewart Haas Racing,Chevrolet,200,running,0,200,"2016 Daytona 500
Sunday, February 21, 2016 at Daytona International Speedway, Daytona Beach, FL
2016,2/21/2016,2016 Daytona 500,5,10,Carl Edwards,19,NASCAR Sprint Cup,Daytona International Speedway,Arris,Arris,,Joe Gibbs,Toyota,200,running,0,200,"2016 Daytona 500
Sunday, February 21, 2016 at Daytona International Speedway, Daytona Beach, FL
2016,2/21/2016,2016 Daytona 500,6,5,Joey Logano,22,NASCAR Sprint Cup,Daytona International Speedway,Shell,Shell,,Roger Penske,Ford,200,running,0,200,"2016 Daytona 500
Sunday, February 21, 2016 at Daytona International Speedway, Daytona Beach, FL
2016,2/21/2016,2016 Daytona 500,7,14,Kyle Larson,42,NASCAR Sprint Cup,Daytona International Speedway,Target,Target,,Chip Ganassi,Chevrolet,200,running,0,200,"2016 Daytona 500
Sunday, February 21, 2016 at Daytona International Speedway, Daytona Beach, FL
2016,2/21/2016,2016 Daytona 500,8,27,Regan Smith,7,NASCAR Sprint Cup,Daytona International Speedway,Golden Corral,Golden Corral,,"Tommy Baldwin, Jr.",Chevrolet,200,running,0,200,"2016 Daytona 500
Sunday, February 21, 2016 at Daytona International Speedway, Daytona Beach, FL
2016,2/21/2016,2016 Daytona 500,9,21,Austin Dillon,3,NASCAR Sprint Cup,Daytona International Speedway,Dow,Dow,,Richard Childress,Chevrolet,200,running,1,200,"2016 Daytona 500
Sunday, February 21, 2016 at Daytona International Speedway, Daytona Beach, FL
2016,2/21/2016,2016 Daytona 500,10,8,Kurt Busch,41,NASCAR Sprint Cup,Daytona International Speedway,Haas Automation,Haas Automation,,Stewart Haas Racing,Chevrolet,200,running,0,200,"2016 Daytona 500
Sunday, February 21, 2016 at Daytona International Speedway, Daytona Beach, FL
2016,2/21/2016,2016 Daytona 500,11,38,Ryan Newman,31,NASCAR Sprint Cup,Daytona International Speedway,Caterpillar,Caterpillar,,Richard Childress,Chevrolet,200,running,1,200,"2016 Daytona 500
