Year,Date,Event Name,Finish,Start,Driver,Car Number,Series,Track,Sponsor,Sponsor,Promotion,Team,Car,Laps Completed,Status,Laps Led,Laps,Race Summary
2015,2/22/2015,2015 Daytona 500,1,5,Joey Logano,22,NASCAR Sprint Cup,Daytona International Speedway,Shell,Shell,,Roger Penske,Ford,203,running,31,203,"2015 Daytona 500
Sunday, February 22, 2015 at Daytona International Speedway, Daytona Beach, FL
2015,2/22/2015,2015 Daytona 500,2,11,Kevin Harvick,4,NASCAR Sprint Cup,Daytona International Speedway,Budweiser,Budweiser,,Stewart Haas Racing,Chevrolet,203,running,0,203,"2015 Daytona 500
Sunday, February 22, 2015 at Daytona International Speedway, Daytona Beach, FL
2015,2/22/2015,2015 Daytona 500,3,3,"Dale Earnhardt, Jr.",88,NASCAR Sprint Cup,Daytona International Speedway,Nationwide Insurance,Nationwide Insurance,,Rick Hendrick,Chevrolet,203,running,32,203,"2015 Daytona 500
Sunday, February 22, 2015 at Daytona International Speedway, Daytona Beach, FL
2015,2/22/2015,2015 Daytona 500,4,42,Denny Hamlin,11,NASCAR Sprint Cup,Daytona International Speedway,FedEx Express,FedEx Express,,Joe Gibbs,Toyota,203,running,4,203,"2015 Daytona 500
Sunday, February 22, 2015 at Daytona International Speedway, Daytona Beach, FL
2015,2/22/2015,2015 Daytona 500,5,2,Jimmie Johnson,48,NASCAR Sprint Cup,Daytona International Speedway,Lowe,Lowe,,Rick Hendrick,Chevrolet,203,running,39,203,"2015 Daytona 500
Sunday, February 22, 2015 at Daytona International Speedway, Daytona Beach, FL
2015,2/22/2015,2015 Daytona 500,6,41,Casey Mears,13,NASCAR Sprint Cup,Daytona International Speedway,GEICO,GEICO,,Germain Racing,Chevrolet,203,running,1,203,"2015 Daytona 500
Sunday, February 22, 2015 at Daytona International Speedway, Daytona Beach, FL
2015,2/22/2015,2015 Daytona 500,7,9,Clint Bowyer,15,NASCAR Sprint Cup,Daytona International Speedway,5-hour Energy,5-hour Energy,,Michael Waltrip,Toyota,203,running,0,203,"2015 Daytona 500
Sunday, February 22, 2015 at Daytona International Speedway, Daytona Beach, FL
2015,2/22/2015,2015 Daytona 500,8,10,Martin Truex Jr,78,NASCAR Sprint Cup,Daytona International Speedway,Furniture Row,Furniture Row,,Barney Visser,Chevrolet,203,running,1,203,"2015 Daytona 500
Sunday, February 22, 2015 at Daytona International Speedway, Daytona Beach, FL
2015,2/22/2015,2015 Daytona 500,9,13,Kasey Kahne,5,NASCAR Sprint Cup,Daytona International Speedway,Farmers Insurance,Farmers Insurance,,Rick Hendrick,Chevrolet,203,running,0,203,"2015 Daytona 500
Sunday, February 22, 2015 at Daytona International Speedway, Daytona Beach, FL
2015,2/22/2015,2015 Daytona 500,10,8,Greg Biffle,16,NASCAR Sprint Cup,Daytona International Speedway,Ortho Bug-B-Gon,Ortho Bug-B-Gon,,Jack Roush,Ford,203,running,2,203,"2015 Daytona 500
Sunday, February 22, 2015 at Daytona International Speedway, Daytona Beach, FL
2015,2/22/2015,2015 Daytona 500,11,26,David Gilliland,38,NASCAR Sprint Cup,Daytona International Speedway,Love,Love,,Bob Jenkins,Ford,203,running,0,203,"2015 Daytona 500
Sunday, February 22, 2015 at Daytona International Speedway, Daytona Beach, FL
2015,2/22/2015,2015 Daytona 500,12,38,"Sam Hornish, Jr.",9,NASCAR Sprint Cup,Daytona International Speedway,Twisted Tea,Twisted Tea,,Richard Petty Motorsports,Ford,203,running,0,203,"2015 Daytona 500
Sunday, February 22, 2015 at Daytona International Speedway, Daytona Beach, FL
2015,2/22/2015,2015 Daytona 500,13,27,Michael Annett,46,NASCAR Sprint Cup,Daytona International Speedway,Pilot,Pilot,,"Harry Scott, Jr.",Chevrolet,203,running,1,203,"2015 Daytona 500
Sunday, February 22, 2015 at Daytona International Speedway, Daytona Beach, FL
2015,2/22/2015,2015 Daytona 500,14,30,Austin Dillon,3,NASCAR Sprint Cup,Daytona International Speedway,Dow,Dow,,Richard Childress,Chevrolet,203,running,0,203,"2015 Daytona 500
