Year,Date,Event Name,Finish,Start,Driver,Car Number,Series,Track,Sponsor,Sponsor,Promotion,Team,Car,Laps Completed,Status,Laps Led,Laps,Race Summary
1966,1/23/1966,1966 Motor Trend 500,1,2,Dan Gurney,121,NASCAR Grand National,Riverside International Raceway,Harvest Motors,Harvest Motors,,Wood Brothers,Ford,185,running,148,185,"1966 Motor Trend 500
Sunday, January 23, 1966 at Riverside International Raceway, Riverside, CA
1966,1/23/1966,1966 Motor Trend 500,2,1,David Pearson,6,NASCAR Grand National,Riverside International Raceway,Southeastern Dodge Dealers,Southeastern Dodge,Dealers,Cotton Owens,Dodge,185,running,10,185,"1966 Motor Trend 500
Sunday, January 23, 1966 at Riverside International Raceway, Riverside, CA
1966,1/23/1966,1966 Motor Trend 500,3,6,Paul Goldsmith,99,NASCAR Grand National,Riverside International Raceway,Nichels Engineering,Nichels Engineering,,Ray Nichels,Plymouth,183,running,0,185,"1966 Motor Trend 500
Sunday, January 23, 1966 at Riverside International Raceway, Riverside, CA
1966,1/23/1966,1966 Motor Trend 500,4,3,Curtis Turner,41,NASCAR Grand National,Riverside International Raceway,Harvest Motors,Harvest Motors,,Wood Brothers,Ford,183,running,27,185,"1966 Motor Trend 500
Sunday, January 23, 1966 at Riverside International Raceway, Riverside, CA
1966,1/23/1966,1966 Motor Trend 500,5,10,Dick Hutcherson,29,NASCAR Grand National,Riverside International Raceway,East Tenn. Motor Co.,East Tenn.,Motor Co.,Holman-Moody Racing,Ford,182,running,0,185,"1966 Motor Trend 500
Sunday, January 23, 1966 at Riverside International Raceway, Riverside, CA
1966,1/23/1966,1966 Motor Trend 500,6,9,Jim Hurtubise,56,NASCAR Grand National,Riverside International Raceway,Hub Auto Sales,Hub Auto,Sales,Norm Nelson,Plymouth,182,running,0,185,"1966 Motor Trend 500
Sunday, January 23, 1966 at Riverside International Raceway, Riverside, CA
1966,1/23/1966,1966 Motor Trend 500,7,12,Billy Foster,22,NASCAR Grand National,Riverside International Raceway,Illinois Dodge Dealers,Illinois Dodge,Dealers,Rudy Hoerr,Dodge,181,running,0,185,"1966 Motor Trend 500
Sunday, January 23, 1966 at Riverside International Raceway, Riverside, CA
1966,1/23/1966,1966 Motor Trend 500,8,8,Ned Jarrett,11,NASCAR Grand National,Riverside International Raceway,Richmond Ford Motor Co.,Richmond Ford,Motor Co.,Bondy Long,Ford,178,running,0,185,"1966 Motor Trend 500
Sunday, January 23, 1966 at Riverside International Raceway, Riverside, CA
1966,1/23/1966,1966 Motor Trend 500,9,14,Norm Nelson,1,NASCAR Grand National,Riverside International Raceway,Hub Auto Sales,Hub Auto,Sales,Norm Nelson,Plymouth,176,running,0,185,"1966 Motor Trend 500
Sunday, January 23, 1966 at Riverside International Raceway, Riverside, CA
1966,1/23/1966,1966 Motor Trend 500,10,19,Ron Hornaday,18,NASCAR Grand National,Riverside International Raceway,Frank Galpin,Frank Galpin,,Frank Galpin,Mercury,171,running,0,185,"1966 Motor Trend 500
Sunday, January 23, 1966 at Riverside International Raceway, Riverside, CA
1966,1/23/1966,1966 Motor Trend 500,11,16,Jerry Grant,4,NASCAR Grand National,Riverside International Raceway,Friedkin Enterprises,Friedkin Enterprises,,Tom Friedkin,Chevrolet,171,running,0,185,"1966 Motor Trend 500
Sunday, January 23, 1966 at Riverside International Raceway, Riverside, CA
1966,1/23/1966,1966 Motor Trend 500,12,34,Bobby Allison,24,NASCAR Grand National,Riverside International Raceway,Ford,Ford,,Betty Lilly,Ford,169,running,0,185,"1966 Motor Trend 500
Sunday, January 23, 1966 at Riverside International Raceway, Riverside, CA
1966,1/23/1966,1966 Motor Trend 500,13,23,Johnny Steele,2,NASCAR Grand National,Riverside International Raceway,Delk Pest Control,Delk Pest,Control,Kyle Gibson,Mercury,164,running,0,185,"1966 Motor Trend 500
Sunday, January 23, 1966 at Riverside International Raceway, Riverside, CA
1966,1/23/1966,1966 Motor Trend 500,14,5,Don White,98,NASCAR Grand National,Riverside International Raceway,California Dodge Dealers,California Dodge,Dealers,Ray Nichels,Dodge,162,running,0,185,"1966 Motor Trend 500
Sunday, January 23, 1966 at Riverside International Raceway, Riverside, CA
1966,1/23/1966,1966 Motor Trend 500,15,27,Don Walker,10,NASCAR Grand National,Riverside International Raceway,Don Walker,Don Walker,,Don Walker,Ford,154,ignition,0,185,"1966 Motor Trend 500
Sunday, January 23, 1966 at Riverside International Raceway, Riverside, CA
1966,1/23/1966,1966 Motor Trend 500,16,25,Mario Andretti,71,NASCAR Grand National,Riverside International Raceway,Vel,Vel,,Bondy Long,Ford,154,crash,0,185,"1966 Motor Trend 500
Sunday, January 23, 1966 at Riverside International Raceway, Riverside, CA
1966,1/23/1966,1966 Motor Trend 500,17,38,Walt Price,63,NASCAR Grand National,Riverside International Raceway,Walt Price,Walt Price,,Walt Price,Buick,154,running,0,185,"1966 Motor Trend 500
Sunday, January 23, 1966 at Riverside International Raceway, Riverside, CA
1966,1/23/1966,1966 Motor Trend 500,18,44,J.T. Putney,61,NASCAR Grand National,Riverside International Raceway,Toy Bolton,Toy Bolton,,Toy Bolton,Oldsmobile,150,running,0,185,"1966 Motor Trend 500
Sunday, January 23, 1966 at Riverside International Raceway, Riverside, CA
1966,1/23/1966,1966 Motor Trend 500,19,41,Bob Derrington,68,NASCAR Grand National,Riverside International Raceway,Bob Derrington,Bob Derrington,,Bob Derrington,Ford,146,running,0,185,"1966 Motor Trend 500
Sunday, January 23, 1966 at Riverside International Raceway, Riverside, CA
1966,1/23/1966,1966 Motor Trend 500,20,40,Jerry Oliver,8,NASCAR Grand National,Riverside International Raceway,Cos Cancilla,Cos Cancilla,,Cos Cancilla,Chevrolet,144,gear shift,0,185,"1966 Motor Trend 500
Sunday, January 23, 1966 at Riverside International Raceway, Riverside, CA
1966,1/23/1966,1966 Motor Trend 500,21,17,James Hylton,48,NASCAR Grand National,Riverside International Raceway,Econo Wash,Econo Wash,,Bud Hartje,Dodge,128,transmission,0,185,"1966 Motor Trend 500
Sunday, January 23, 1966 at Riverside International Raceway, Riverside, CA
1966,1/23/1966,1966 Motor Trend 500,22,30,Jack McCoy,7W,NASCAR Grand National,Riverside International Raceway,Charles Bell,Charles Bell,,Charles Bell,Dodge,123,crash,0,185,"1966 Motor Trend 500
Sunday, January 23, 1966 at Riverside International Raceway, Riverside, CA
1966,1/23/1966,1966 Motor Trend 500,23,35,Carl Cardey,45,NASCAR Grand National,Riverside International Raceway,Bill Seifert,Bill Seifert,,Bill Seifert,Ford,119,ball joint,0,185,"1966 Motor Trend 500
Sunday, January 23, 1966 at Riverside International Raceway, Riverside, CA
1966,1/23/1966,1966 Motor Trend 500,24,18,Clem Proctor,33,NASCAR Grand National,Riverside International Raceway,Clem Proctor,Clem Proctor,,Clem Proctor,Ford,114,engine,0,185,"1966 Motor Trend 500
Sunday, January 23, 1966 at Riverside International Raceway, Riverside, CA
1966,1/23/1966,1966 Motor Trend 500,25,7,Richard Petty,43,NASCAR Grand National,Riverside International Raceway,Plymouth,Plymouth,,Petty Enterprises,Plymouth,105,engine,0,185,"1966 Motor Trend 500
Sunday, January 23, 1966 at Riverside International Raceway, Riverside, CA
1966,1/23/1966,1966 Motor Trend 500,26,11,Cale Yarborough,27,NASCAR Grand National,Riverside International Raceway,Abingdon Motor,Abingdon Motor,,Banjo Matthews,Ford,103,transmission,0,185,"1966 Motor Trend 500
Sunday, January 23, 1966 at Riverside International Raceway, Riverside, CA
1966,1/23/1966,1966 Motor Trend 500,27,29,Cliff Garner,89,NASCAR Grand National,Riverside International Raceway,J.R. Van Curren,J.R. Van,Curren,J.R. Van Curren,Mercury,98,crash,0,185,"1966 Motor Trend 500
Sunday, January 23, 1966 at Riverside International Raceway, Riverside, CA
1966,1/23/1966,1966 Motor Trend 500,28,31,Dick Guldstrand,0,NASCAR Grand National,Riverside International Raceway,Bardahl,Bardahl,,Irwin Sandlin,Chevrolet,65,differential,0,185,"1966 Motor Trend 500
Sunday, January 23, 1966 at Riverside International Raceway, Riverside, CA
1966,1/23/1966,1966 Motor Trend 500,29,15,Bobby Isaac,26,NASCAR Grand National,Riverside International Raceway,Holly Farms Poultry,Holly Farms,Poultry,Junior Johnson,Ford,55,head gasket,0,185,"1966 Motor Trend 500
Sunday, January 23, 1966 at Riverside International Raceway, Riverside, CA
1966,1/23/1966,1966 Motor Trend 500,30,4,Marvin Panch,21,NASCAR Grand National,Riverside International Raceway,Harvest Motors,Harvest Motors,,Wood Brothers,Ford,45,transmission,0,185,"1966 Motor Trend 500
Sunday, January 23, 1966 at Riverside International Raceway, Riverside, CA
1966,1/23/1966,1966 Motor Trend 500,31,13,A.J. Foyt,47,NASCAR Grand National,Riverside International Raceway,Holly Farms Poultry,Holly Farms,Poultry,Junior Johnson,Ford,45,transmission,0,185,"1966 Motor Trend 500
Sunday, January 23, 1966 at Riverside International Raceway, Riverside, CA
1966,1/23/1966,1966 Motor Trend 500,32,21,Eddie Gray,198,NASCAR Grand National,Riverside International Raceway,Ralph Shelton,Ralph Shelton,,Ralph Shelton,Mercury,43,engine,0,185,"1966 Motor Trend 500
Sunday, January 23, 1966 at Riverside International Raceway, Riverside, CA
1966,1/23/1966,1966 Motor Trend 500,33,24,Carl Joiner,126,NASCAR Grand National,Riverside International Raceway,Dean Thorne,Dean Thorne,,Dean Thorne,Chevrolet,41,oil leak,0,185,"1966 Motor Trend 500
Sunday, January 23, 1966 at Riverside International Raceway, Riverside, CA
1966,1/23/1966,1966 Motor Trend 500,34,32,Tiny Lund,55,NASCAR Grand National,Riverside International Raceway,Lyle Stelter,Lyle Stelter,,Lyle Stelter,Ford,34,engine,0,185,"1966 Motor Trend 500
Sunday, January 23, 1966 at Riverside International Raceway, Riverside, CA
1966,1/23/1966,1966 Motor Trend 500,35,22,Skip Hudson,9,NASCAR Grand National,Riverside International Raceway,Sunaire Chevrolet,Sunaire Chevrolet,,Janice Bailey,Chevrolet,30,differential,0,185,"1966 Motor Trend 500
Sunday, January 23, 1966 at Riverside International Raceway, Riverside, CA
1966,1/23/1966,1966 Motor Trend 500,36,20,Scotty Cain,145,NASCAR Grand National,Riverside International Raceway,Bill Clinton,Bill Clinton,,Bill Clinton,Mercury,20,transmission,0,185,"1966 Motor Trend 500
Sunday, January 23, 1966 at Riverside International Raceway, Riverside, CA
1966,1/23/1966,1966 Motor Trend 500,37,36,Bruce Worrell,3,NASCAR Grand National,Riverside International Raceway,Bob Bristol,Bob Bristol,,Bob Bristol,Plymouth,15,engine,0,185,"1966 Motor Trend 500
Sunday, January 23, 1966 at Riverside International Raceway, Riverside, CA
1966,1/23/1966,1966 Motor Trend 500,38,42,Jim Cook,16,NASCAR Grand National,Riverside International Raceway,Floyd Johnson,Floyd Johnson,,Floyd Johnson,Oldsmobile,14,oil pressure,0,185,"1966 Motor Trend 500
Sunday, January 23, 1966 at Riverside International Raceway, Riverside, CA
1966,1/23/1966,1966 Motor Trend 500,39,33,Clyde Prickett,34,NASCAR Grand National,Riverside International Raceway,Wendell Scott,Wendell Scott,,Wendell Scott,Ford,11,transmission,0,185,"1966 Motor Trend 500
Sunday, January 23, 1966 at Riverside International Raceway, Riverside, CA
1966,1/23/1966,1966 Motor Trend 500,40,26,Gene Black,74,NASCAR Grand National,Riverside International Raceway,Gene Black,Gene Black,,Gene Black,Ford,4,engine,0,185,"1966 Motor Trend 500
Sunday, January 23, 1966 at Riverside International Raceway, Riverside, CA
1966,1/23/1966,1966 Motor Trend 500,41,28,Dave James,6,NASCAR Grand National,Riverside International Raceway,Jim Whitehead,Jim Whitehead,,Jim Whitehead,Plymouth,4,engine,0,185,"1966 Motor Trend 500
Sunday, January 23, 1966 at Riverside International Raceway, Riverside, CA
1966,1/23/1966,1966 Motor Trend 500,42,37,Joe Clark,14,NASCAR Grand National,Riverside International Raceway,Bob Bristol,Bob Bristol,,Bob Bristol,Mercury,4,oil pressure,0,185,"1966 Motor Trend 500
Sunday, January 23, 1966 at Riverside International Raceway, Riverside, CA
1966,1/23/1966,1966 Motor Trend 500,43,39,Arley Scranton,111,NASCAR Grand National,Riverside International Raceway,Arley Scranton,Arley Scranton,,Arley Scranton,Mercury,3,crash,0,185,"1966 Motor Trend 500
Sunday, January 23, 1966 at Riverside International Raceway, Riverside, CA
1966,1/23/1966,1966 Motor Trend 500,44,43,Charles Powell,38,NASCAR Grand National,Riverside International Raceway,Charles Powell,Charles Powell,,Charles Powell,Ford,1,differential,0,185,"1966 Motor Trend 500
Sunday, January 23, 1966 at Riverside International Raceway, Riverside, CA
1966,2/25/1966,1966 Daytona 500 Qualifier #1,1,8,Paul Goldsmith,99,NASCAR Grand National,Daytona International Speedway,Nichels Engineering,Nichels Engineering,,Ray Nichels,Plymouth,40,running,12,40,"1966 Daytona 500 Qualifier #1
Friday, February 25, 1966 at Daytona International Speedway, Daytona Beach, FL
1966,2/25/1966,1966 Daytona 500 Qualifier #2,1,6,Earl Balmer,3,NASCAR Grand National,Daytona International Speedway,Ray Fox,Ray Fox,,Ray Fox,Dodge,40,running,1,40,"1966 Daytona 500 Qualifier #2
Friday, February 25, 1966 at Daytona International Speedway, Daytona Beach, FL
1966,2/25/1966,1966 Daytona 500 Qualifier #2,2,4,Jim Hurtubise,56,NASCAR Grand National,Daytona International Speedway,Norm Nelson,Norm Nelson,,Norm Nelson,Plymouth,40,running,13,40,"1966 Daytona 500 Qualifier #2
Friday, February 25, 1966 at Daytona International Speedway, Daytona Beach, FL
1966,2/25/1966,1966 Daytona 500 Qualifier #1,2,1,Richard Petty,43,NASCAR Grand National,Daytona International Speedway,Petty Enterprises,Petty Enterprises,,Petty Enterprises,Plymouth,40,running,25,40,"1966 Daytona 500 Qualifier #1
Friday, February 25, 1966 at Daytona International Speedway, Daytona Beach, FL
1966,2/25/1966,1966 Daytona 500 Qualifier #2,3,1,Dick Hutcherson,29,NASCAR Grand National,Daytona International Speedway,East Tennessee Motor Co.,East Tennessee,Motor Co.,Holman-Moody Racing,Ford,40,running,21,40,"1966 Daytona 500 Qualifier #2
Friday, February 25, 1966 at Daytona International Speedway, Daytona Beach, FL
1966,2/25/1966,1966 Daytona 500 Qualifier #1,3,6,Don White,7,NASCAR Grand National,Daytona International Speedway,Nichels Engineering,Nichels Engineering,,Ray Nichels,Dodge,40,running,0,40,"1966 Daytona 500 Qualifier #1
Friday, February 25, 1966 at Daytona International Speedway, Daytona Beach, FL
1966,2/25/1966,1966 Daytona 500 Qualifier #2,4,2,LeeRoy Yarbrough,12,NASCAR Grand National,Daytona International Speedway,Jon Thorne,Jon Thorne,,Jon Thorne,Dodge,40,running,0,40,"1966 Daytona 500 Qualifier #2
Friday, February 25, 1966 at Daytona International Speedway, Daytona Beach, FL
1966,2/25/1966,1966 Daytona 500 Qualifier #1,4,5,Marvin Panch,21,NASCAR Grand National,Daytona International Speedway,Wood Brothers,Wood Brothers,,Wood Brothers,Ford,40,running,0,40,"1966 Daytona 500 Qualifier #1
Friday, February 25, 1966 at Daytona International Speedway, Daytona Beach, FL
