Year,Date,Event Name,Finish,Start,Driver,Car Number,Series,Track,Sponsor,Sponsor,Promotion,Team,Car,Laps Completed,Status,Laps Led,Laps,Race Summary
2006,2/19/2006,2006 Daytona 500,1,9,Jimmie Johnson,48,NASCAR Nextel Cup,Daytona International Speedway,Lowe,Lowe,,Rick Hendrick,Chevrolet,203,running,24,203,"2006 Daytona 500
Sunday, February 19, 2006 at Daytona International Speedway, Daytona Beach, FL
2006,2/19/2006,2006 Daytona 500,2,14,Casey Mears,42,NASCAR Nextel Cup,Daytona International Speedway,Texaco,Texaco,,Chip Ganassi,Dodge,203,running,0,203,"2006 Daytona 500
Sunday, February 19, 2006 at Daytona International Speedway, Daytona Beach, FL
2006,2/19/2006,2006 Daytona 500,3,18,Ryan Newman,12,NASCAR Nextel Cup,Daytona International Speedway,Alltel,Alltel,,Roger Penske,Dodge,203,running,23,203,"2006 Daytona 500
Sunday, February 19, 2006 at Daytona International Speedway, Daytona Beach, FL
2006,2/19/2006,2006 Daytona 500,4,3,Elliott Sadler,38,NASCAR Nextel Cup,Daytona International Speedway,M&M's,M&M's,,Yates Racing,Ford,203,running,5,203,"2006 Daytona 500
Sunday, February 19, 2006 at Daytona International Speedway, Daytona Beach, FL
2006,2/19/2006,2006 Daytona 500,5,15,Tony Stewart,20,NASCAR Nextel Cup,Daytona International Speedway,The Home Depot,The Home,Depot,Joe Gibbs,Chevrolet,203,running,20,203,"2006 Daytona 500
Sunday, February 19, 2006 at Daytona International Speedway, Daytona Beach, FL
2006,2/19/2006,2006 Daytona 500,6,37,Clint Bowyer,7,NASCAR Nextel Cup,Daytona International Speedway,Jack Daniel,Jack Daniel,,Richard Childress,Chevrolet,203,running,0,203,"2006 Daytona 500
Sunday, February 19, 2006 at Daytona International Speedway, Daytona Beach, FL
2006,2/19/2006,2006 Daytona 500,7,35,Brian Vickers,25,NASCAR Nextel Cup,Daytona International Speedway,GMAC,GMAC,,Rick Hendrick,Chevrolet,203,running,21,203,"2006 Daytona 500
Sunday, February 19, 2006 at Daytona International Speedway, Daytona Beach, FL
2006,2/19/2006,2006 Daytona 500,8,7,"Dale Earnhardt, Jr.",8,NASCAR Nextel Cup,Daytona International Speedway,Budweiser,Budweiser,,"Dale Earnhardt, Inc.",Chevrolet,203,running,32,203,"2006 Daytona 500
Sunday, February 19, 2006 at Daytona International Speedway, Daytona Beach, FL
2006,2/19/2006,2006 Daytona 500,9,23,Ken Schrader,21,NASCAR Nextel Cup,Daytona International Speedway,Little Debbie,Little Debbie,,Wood Brothers,Ford,203,running,0,203,"2006 Daytona 500
Sunday, February 19, 2006 at Daytona International Speedway, Daytona Beach, FL
2006,2/19/2006,2006 Daytona 500,10,25,Dale Jarrett,88,NASCAR Nextel Cup,Daytona International Speedway,UPS,UPS,,Yates Racing,Ford,203,running,0,203,"2006 Daytona 500
Sunday, February 19, 2006 at Daytona International Speedway, Daytona Beach, FL
2006,2/19/2006,2006 Daytona 500,11,27,Kasey Kahne,9,NASCAR Nextel Cup,Daytona International Speedway,Dodge Dealers,Dodge Dealers,,Ray Evernham,Dodge,203,running,0,203,"2006 Daytona 500
Sunday, February 19, 2006 at Daytona International Speedway, Daytona Beach, FL
2006,2/19/2006,2006 Daytona 500,12,10,Mark Martin,6,NASCAR Nextel Cup,Daytona International Speedway,AAA,AAA,,Jack Roush,Ford,203,running,19,203,"2006 Daytona 500
Sunday, February 19, 2006 at Daytona International Speedway, Daytona Beach, FL
2006,2/19/2006,2006 Daytona 500,13,20,Robby Gordon,7,NASCAR Nextel Cup,Daytona International Speedway,Jim Beam,Jim Beam,,Robby Gordon,Chevrolet,203,running,0,203,"2006 Daytona 500
Sunday, February 19, 2006 at Daytona International Speedway, Daytona Beach, FL
2006,2/19/2006,2006 Daytona 500,14,28,Kevin Harvick,29,NASCAR Nextel Cup,Daytona International Speedway,GM Goodwrench,GM Goodwrench,,Richard Childress,Chevrolet,203,running,1,203,"2006 Daytona 500
Sunday, February 19, 2006 at Daytona International Speedway, Daytona Beach, FL
2006,2/19/2006,2006 Daytona 500,15,11,Matt Kenseth,17,NASCAR Nextel Cup,Daytona International Speedway,DeWalt Power Tools,DeWalt Power,Tools,Jack Roush,Ford,203,running,28,203,"2006 Daytona 500
Sunday, February 19, 2006 at Daytona International Speedway, Daytona Beach, FL
2006,2/19/2006,2006 Daytona 500,16,19,Martin Truex Jr,1,NASCAR Nextel Cup,Daytona International Speedway,Bass Pro Shops,Bass Pro,Shops,"Dale Earnhardt, Inc.",Chevrolet,203,running,0,203,"2006 Daytona 500
Sunday, February 19, 2006 at Daytona International Speedway, Daytona Beach, FL
2006,2/19/2006,2006 Daytona 500,17,43,Terry Labonte,96,NASCAR Nextel Cup,Daytona International Speedway,DLP HDTV,DLP HDTV,,Bill Saunders,Chevrolet,203,running,0,203,"2006 Daytona 500
Sunday, February 19, 2006 at Daytona International Speedway, Daytona Beach, FL
