YEAR,Event,Race #,POSITION,DRIVER NAME,SERIES,DAY OF WEEK,MONTH,DAY,TRACK,CITY,STATE,LAPS TOTAL,TRACK MILEAGE FOR ONE LAP,TOTAL SCHEDULED MILES,START,CAR #,SPONSOR / OWNER,CAR MAKE,LAPS COMPLETED,MONEY WON,STATUS,LAPS LED,STAGE 1 RESULT,STAGE 2 RESULT,Total Miles
1950,Southern 500,13,44,Jesse James Taylor,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,75,-,Jesse James Taylor,50 Mercury,329,-,-,0,,.,411.25
1950,Southern 500,13,45,Bub King,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,29,-,T.L. King,50 Mercury,329,-,-,0,,.,411.25
1950,Southern 500,13,46,Gene Darragh,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,36,24,-,50 Hudson,323,-,-,0,,.,403.75
1950,Southern 500,13,47,Roy Bentley,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,39,-,Roy Bentley,50 Studebaker,319,-,-,0,,.,398.75
1950,Southern 500,13,48,J.E. Hardie,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,42,-,-,50 Studebaker,317,-,-,0,,.,396.25
1950,Southern 500,13,49,Jerry Kempf,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,34,-,-,50 Lincoln,315,-,-,0,,.,393.75
1950,Southern 500,13,50,Bill Osborne,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,46,36,-,50 Mercury,311,100,-,0,,.,388.75
1950,Southern 500,13,51,Carson Dyer,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,37,-,Carson Dyer,50 Lincoln,310,-,-,0,,.,387.5
1950,Southern 500,13,52,Wally Campbell,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,60,33,Wally Marks,50 Oldsmobile,309,100,-,0,,.,386.25
1950,Southern 500,13,53,Jim Paschal,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,40,79,Julian Buesink,50 Ford,307,-,-,0,,.,383.75
1950,Southern 500,13,54,Charles Tidwell,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,45,18,-,49 Oldsmobile,300,100,-,0,,.,375
1950,Southern 500,13,55,Ruel Smith,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,41,-,-,50 Pontiac,289,-,-,0,,.,361.25
1950,Southern 500,13,56,Al Keller,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,47,-,W.O. Taylor,50 Oldsmobile,284,-,-,0,,.,355
1950,Southern 500,13,57,Dick Soper,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,50,-,-,50 Kaiser,282,-,-,0,,.,352.5
1950,Southern 500,13,58,Pete Keller,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,54,-,-,50 Studebaker,281,-,-,0,,.,351.25
1950,Southern 500,13,59,P.E. Godfrey,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,56,-,-,49 Lincoln,278,-,-,0,,.,347.5
1950,Southern 500,13,60,Curtis Turner,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,1,41,Eanes Motor Co. (John Eanes),50 Oldsmobile,275,320,crash,22,,.,343.75
1950,Southern 500,13,61,Bob Apperson,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,49,-,Bob Apperson,49 Oldsmobile,249,-,-,0,,.,311.25
1950,Southern 500,13,62,Tommy Thompson,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,55,-,Tommy Thompson,50 Hudson,238,-,-,0,,.,297.5
1950,Southern 500,13,63,Marshall Teague,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,61,6,Paul Cox,50 Lincoln,230,-,-,0,,.,287.5
1950,Southern 500,13,64,Tex Keene,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,70,14,Tex Keene,50 Plymouth,229,-,crash,0,,.,286.25
1950,Southern 500,13,65,Clyde Minter,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,31,38,Clyde Minter,50 Lincoln,219,100,-,0,,.,273.75
1950,Southern 500,13,66,Rollin Smith,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,74,-,-,50 Hudson,208,-,-,0,,.,260
1950,Southern 500,13,67,Bill Henson,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,17,86,-,49 Oldsmobile,200,100,-,0,,.,250
1950,Southern 500,13,68,Gayle Warren,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,50,48,Earl Blevins,49 Oldsmobile,188,100,-,0,,.,235
1950,Southern 500,13,69,Buck Baker,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,28,87,Griffin Motors / Darlington Intl. Raceway (Bob Griffin),49 Oldsmobile,176,-,crash,0,,.,220
1950,Southern 500,13,70,Kenneth Wagner,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,58,46,Moyer Co. (Dailey Moyer),49 Lincoln,155,100,-,0,,.,193.75
1950,Southern 500,13,71,Lloyd Moore,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,18,62,Julian Buesink,50 Lincoln,112,100,-,0,,.,140
1950,Southern 500,13,72,Alton Haddock,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,73,48,Alton Haddock,50 Ford,98,100,-,0,,.,122.5
1950,Southern 500,13,73,Jack Yardley,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,69,54,Saverance Motors,50 Ford,89,-,-,0,,.,111.25
1950,Southern 500,13,74,Jack Carr,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,66,-,-,50 Mercury,52,-,engine,0,,.,65
1950,Southern 500,13,75,Roscoe Thompson,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,63,-,Charles Venable,49 Oldsmobile,24,-,overheating,0,,.,30
1950,Unknown,14,1,Fonty Flock,Grand National,Sunday,September,17,Langhorne Speedway,Langhorne,PA,200,1,200,-,47,Frank Christian,50 Oldsmobile,200,1500,running,132,,.,200
1950,Unknown,14,2,Bill Blair,Grand National,Sunday,September,17,Langhorne Speedway,Langhorne,PA,200,1,200,-,2,Sam Rice,49 Oldsmobile,200,1000,running,37,,.,200
1950,Unknown,14,3,Fireball Roberts,Grand National,Sunday,September,17,Langhorne Speedway,Langhorne,PA,200,1,200,4,82,Sam Rice,50 Oldsmobile,-,700,running,0,,.,#VALUE!
1950,Unknown,14,4,Lee Petty,Grand National,Sunday,September,17,Langhorne Speedway,Langhorne,PA,200,1,200,-,42,Petty Enterprises,49 Plymouth,-,400,running,0,,.,#VALUE!
1950,Unknown,14,5,Neil Cole,Grand National,Sunday,September,17,Langhorne Speedway,Langhorne,PA,200,1,200,-,-,-,49 Ford,-,300,running,0,,.,#VALUE!
1950,Unknown,14,6,Pepper Cunningham,Grand National,Sunday,September,17,Langhorne Speedway,Langhorne,PA,200,1,200,-,88,Pepper Cunningham,49 Cadillac,-,200,-,0,,.,#VALUE!
1950,Unknown,14,7,Buck Baker,Grand National,Sunday,September,17,Langhorne Speedway,Langhorne,PA,200,1,200,38,87,Griffin Motors (Bob Griffin),50 Oldsmobile,-,175,-,0,,.,#VALUE!
1950,Unknown,14,8,Bill Rexford,Grand National,Sunday,September,17,Langhorne Speedway,Langhorne,PA,200,1,200,-,60,Julian Buesink,50 Oldsmobile,-,150,-,0,,.,#VALUE!
1950,Unknown,14,9,Johnny Grubb,Grand National,Sunday,September,17,Langhorne Speedway,Langhorne,PA,200,1,200,-,44,Johnny Grubb,50 Plymouth,-,125,-,0,,.,#VALUE!
1950,Unknown,14,10,Kenneth Wagner,Grand National,Sunday,September,17,Langhorne Speedway,Langhorne,PA,200,1,200,-,46,Moyer Co. (Dailey Moyer),49 Lincoln,-,100,engine,0,,.,#VALUE!
1950,Unknown,14,11,George Hartley,Grand National,Sunday,September,17,Langhorne Speedway,Langhorne,PA,200,1,200,-,61,Julian Buesink,50 Oldsmobile,-,75,-,0,,.,#VALUE!
1950,Unknown,14,12,Paul Parks,Grand National,Sunday,September,17,Langhorne Speedway,Langhorne,PA,200,1,200,-,16,-,50 Plymouth,-,75,-,0,,.,#VALUE!
1950,Unknown,14,13,Herb Thomas,Grand National,Sunday,September,17,Langhorne Speedway,Langhorne,PA,200,1,200,-,92,Herb Thomas,50 Plymouth,-,75,-,0,,.,#VALUE!
1950,Unknown,14,14,Tommy Coates,Grand National,Sunday,September,17,Langhorne Speedway,Langhorne,PA,200,1,200,-,69,Johnny Sabatini,47 Ford,-,50,crash,0,,.,#VALUE!
1950,Unknown,14,15,Elmer Wilson,Grand National,Sunday,September,17,Langhorne Speedway,Langhorne,PA,200,1,200,-,-,-,50 Oldsmobile,-,50,-,0,,.,#VALUE!
1950,Unknown,14,16,Lloyd Moore,Grand National,Sunday,September,17,Langhorne Speedway,Langhorne,PA,200,1,200,-,59,Julian Buesink,50 Lincoln,-,50,-,0,,.,#VALUE!
1950,Unknown,14,17,Fred Dagavar,Grand National,Sunday,September,17,Langhorne Speedway,Langhorne,PA,200,1,200,-,-,-,49 Ford,-,50,-,0,,.,#VALUE!
1950,Unknown,14,18,Lewis Hawkins,Grand National,Sunday,September,17,Langhorne Speedway,Langhorne,PA,200,1,200,-,70,-,50 Plymouth,-,50,-,0,,.,#VALUE!
1950,Unknown,14,19,Tim Flock,Grand National,Sunday,September,17,Langhorne Speedway,Langhorne,PA,200,1,200,2,9,Buddy Elliott,50 Oldsmobile,-,100,-,0,,.,#VALUE!
1950,Unknown,14,20,Russell Bennett,Grand National,Sunday,September,17,Langhorne Speedway,Langhorne,PA,200,1,200,-,-,La Belle Motors,50 Kaiser,-,50,-,0,,.,#VALUE!
1950,Unknown,14,21,Wally Campbell,Grand National,Sunday,September,17,Langhorne Speedway,Langhorne,PA,200,1,200,1,18,Wally Marks,50 Oldsmobile,-,75,crash,0,,.,#VALUE!
1950,Unknown,14,22,John Schelesky,Grand National,Sunday,September,17,Langhorne Speedway,Langhorne,PA,200,1,200,-,12,Joe Nagle,50 Mercury,-,25,crash,0,,.,#VALUE!
1950,Unknown,14,23,Bob Read,Grand National,Sunday,September,17,Langhorne Speedway,Langhorne,PA,200,1,200,-,-,-,-,-,25,overheating,0,,.,#VALUE!
1950,Unknown,14,24,Curtis Turner,Grand National,Sunday,September,17,Langhorne Speedway,Langhorne,PA,200,1,200,3,41,Eanes Motor Co. (John Eanes),50 Oldsmobile,-,25,-,31,,.,#VALUE!
1950,Unknown,14,25,Len Brown,Grand National,Sunday,September,17,Langhorne Speedway,Langhorne,PA,200,1,200,-,-,Len Brown,49 Oldsmobile,-,25,-,0,,.,#VALUE!
1950,Unknown,14,26,Charles Tidwell,Grand National,Sunday,September,17,Langhorne Speedway,Langhorne,PA,200,1,200,-,-,-,49 Oldsmobile,-,-,-,0,,.,#VALUE!
1950,Unknown,14,27,Ray Duhigg,Grand National,Sunday,September,17,Langhorne Speedway,Langhorne,PA,200,1,200,-,20,Ray Duhigg,50 Plymouth,-,-,-,0,,.,#VALUE!
1950,Unknown,14,28,Pappy Hough,Grand National,Sunday,September,17,Langhorne Speedway,Langhorne,PA,200,1,200,-,66,Pappy Hough,50 Ford,-,-,-,0,,.,#VALUE!
1950,Unknown,14,29,Bob Moore,Grand National,Sunday,September,17,Langhorne Speedway,Langhorne,PA,200,1,200,-,-,Bob Moore,49 Oldsmobile,-,-,-,0,,.,#VALUE!
1950,Unknown,14,30,Dick Linder,Grand National,Sunday,September,17,Langhorne Speedway,Langhorne,PA,200,1,200,-,25,Don Rogala,50 Oldsmobile,-,-,-,0,,.,#VALUE!
1950,Unknown,14,31,Chuck Mahoney,Grand National,Sunday,September,17,Langhorne Speedway,Langhorne,PA,200,1,200,-,77,Brooks Motors,50 Mercury,-,-,-,0,,.,#VALUE!
1950,Unknown,14,32,Frank Mundy,Grand National,Sunday,September,17,Langhorne Speedway,Langhorne,PA,200,1,200,-,44,-,50 Oldsmobile,-,-,-,0,,.,#VALUE!
1950,Unknown,14,33,George Masker,Grand National,Sunday,September,17,Langhorne Speedway,Langhorne,PA,200,1,200,-,53,-,50 Kaiser,-,-,-,0,,.,#VALUE!
1950,Unknown,14,34,Eddie Adams,Grand National,Sunday,September,17,Langhorne Speedway,Langhorne,PA,200,1,200,-,48,-,46 Ford,-,-,-,0,,.,#VALUE!
1950,Unknown,14,35,Al Keller,Grand National,Sunday,September,17,Langhorne Speedway,Langhorne,PA,200,1,200,-,89,-,50 Ford,-,-,-,0,,.,#VALUE!
1950,Unknown,14,36,Bob Dickson,Grand National,Sunday,September,17,Langhorne Speedway,Langhorne,PA,200,1,200,-,293,-,49 Ford,-,-,-,0,,.,#VALUE!
1950,Unknown,14,37,Buster Williams,Grand National,Sunday,September,17,Langhorne Speedway,Langhorne,PA,200,1,200,-,26,-,49 Lincoln,-,-,-,0,,.,#VALUE!
1950,Unknown,14,38,Don Cecchini,Grand National,Sunday,September,17,Langhorne Speedway,Langhorne,PA,200,1,200,5,4,Don Cecchini,Nash,-,-,-,0,,.,#VALUE!
1950,Unknown,14,39,Buck McCardell,Grand National,Sunday,September,17,Langhorne Speedway,Langhorne,PA,200,1,200,-,50,-,49 Lincoln,-,-,-,0,,.,#VALUE!
1950,Unknown,14,40,Mike Klapak,Grand National,Sunday,September,17,Langhorne Speedway,Langhorne,PA,200,1,200,-,-,Mike Klapak,50 Ford,-,-,-,0,,.,#VALUE!
1950,Unknown,14,41,Bob Burkhart,Grand National,Sunday,September,17,Langhorne Speedway,Langhorne,PA,200,1,200,-,52,-,48 Kaiser,-,-,-,0,,.,#VALUE!
1950,Unknown,14,42,Richard Cummings,Grand National,Sunday,September,17,Langhorne Speedway,Langhorne,PA,200,1,200,-,78,-,49 Lincoln,-,-,-,0,,.,#VALUE!
1950,Unknown,14,43,Dick Hallock,Grand National,Sunday,September,17,Langhorne Speedway,Langhorne,PA,200,1,200,-,-,-,-,-,-,-,0,,.,#VALUE!
1950,Unknown,14,44,Ken Marriott,Grand National,Sunday,September,17,Langhorne Speedway,Langhorne,PA,200,1,200,-,23,Ken Marriott,49 Lincoln,-,-,-,0,,.,#VALUE!
1950,Unknown,14,45,Roland Stone,Grand National,Sunday,September,17,Langhorne Speedway,Langhorne,PA,200,1,200,-,8,-,50 Ford,-,-,-,0,,.,#VALUE!
1950,Unknown,14,46,Bill Harrison,Grand National,Sunday,September,17,Langhorne Speedway,Langhorne,PA,200,1,200,-,6,R.B. McIntosh,49 Mercury,0,-,did not start,0,,.,0
1950,Unknown,14,47,John Meekins,Grand National,Sunday,September,17,Langhorne Speedway,Langhorne,PA,200,1,200,-,97,-,49 Mercury,0,-,did not start,0,,.,0
1950,Unknown,14,48,Dick Burns,Grand National,Sunday,September,17,Langhorne Speedway,Langhorne,PA,200,1,200,-,-,-,50 Mercury,0,-,did not start,0,,.,0
1950,Wilkes 200,15,1,Leon Sales,Grand National,Sunday,September,24,North Wilkesboro Speedway,North Wilkesboro,NC,200,0.625,125,11,98,Southern 500 Winner (Hubert Westmoreland),50 Plymouth,200,1000,running,8,,.,125
1950,Wilkes 200,15,2,Jack Smith,Grand National,Sunday,September,24,North Wilkesboro Speedway,North Wilkesboro,NC,200,0.625,125,13,-,Bishop Brothers,50 Plymouth,-,750,running,55,,.,#VALUE!
1950,Wilkes 200,15,3,Ewell Weddle,Grand National,Sunday,September,24,North Wilkesboro Speedway,North Wilkesboro,NC,200,0.625,125,-,78,Ewell Weddle,49 Lincoln,-,500,running,0,,.,#VALUE!
1950,Wilkes 200,15,4,Herb Thomas,Grand National,Sunday,September,24,North Wilkesboro Speedway,North Wilkesboro,NC,200,0.625,125,5,92,Herb Thomas,50 Plymouth,-,400,running,0,,.,#VALUE!
1950,Wilkes 200,15,5,Gayle Warren,Grand National,Sunday,September,24,North Wilkesboro Speedway,North Wilkesboro,NC,200,0.625,125,14,44,Earl Blevins,50 Plymouth,-,300,running,0,,.,#VALUE!
1950,Wilkes 200,15,6,Weldon Adams,Grand National,Sunday,September,24,North Wilkesboro Speedway,North Wilkesboro,NC,200,0.625,125,16,52,Weldon Adams,50 Plymouth,-,200,-,0,,.,#VALUE!
1950,Wilkes 200,15,7,Jimmy Thompson,Grand National,Sunday,September,24,North Wilkesboro Speedway,North Wilkesboro,NC,200,0.625,125,15,-,Leland Colvin,50 Plymouth,-,150,-,0,,.,#VALUE!
1950,Wilkes 200,15,8,Jerry Wimbish,Grand National,Sunday,September,24,North Wilkesboro Speedway,North Wilkesboro,NC,200,0.625,125,6,-,Jerry Wimbish,50 Oldsmobile,-,125,-,0,,.,#VALUE!
1950,Wilkes 200,15,9,Bob Flock,Grand National,Sunday,September,24,North Wilkesboro Speedway,North Wilkesboro,NC,200,0.625,125,7,7,Bob Flock Garage (Frank Christian),50 Oldsmobile,-,100,-,0,,.,#VALUE!
1950,Wilkes 200,15,10,Herbert Burns,Grand National,Sunday,September,24,North Wilkesboro Speedway,North Wilkesboro,NC,200,0.625,125,-,94,-,49 Lincoln,-,75,-,0,,.,#VALUE!
1950,Wilkes 200,15,11,Bill Blair,Grand National,Sunday,September,24,North Wilkesboro Speedway,North Wilkesboro,NC,200,0.625,125,-,2,Sam Rice,50 Oldsmobile,-,50,-,0,,.,#VALUE!
1950,Wilkes 200,15,12,Harold Kite,Grand National,Sunday,September,24,North Wilkesboro Speedway,North Wilkesboro,NC,200,0.625,125,-,21,Harold Kite,50 Mercury,-,50,-,0,,.,#VALUE!
1950,Wilkes 200,15,13,Billy Carden,Grand National,Sunday,September,24,North Wilkesboro Speedway,North Wilkesboro,NC,200,0.625,125,8,12,Bishop Brothers,50 Oldsmobile,-,50,-,0,,.,#VALUE!
1950,Wilkes 200,15,14,Buck Baker,Grand National,Sunday,September,24,North Wilkesboro Speedway,North Wilkesboro,NC,200,0.625,125,9,87,Griffin Motors (Bob Griffin),50 Oldsmobile,-,50,-,0,,.,#VALUE!
1950,Wilkes 200,15,15,Clyde Minter,Grand National,Sunday,September,24,North Wilkesboro Speedway,North Wilkesboro,NC,200,0.625,125,10,38,B.F. Goodrich (Clyde Minter),47 Buick,-,50,wheel,0,,.,#VALUE!
1950,Wilkes 200,15,16,Fireball Roberts,Grand National,Sunday,September,24,North Wilkesboro Speedway,North Wilkesboro,NC,200,0.625,125,1,82,Sam Rice,49 Oldsmobile,-,50,engine,0,,.,#VALUE!
1950,Wilkes 200,15,17,Paul Parks,Grand National,Sunday,September,24,North Wilkesboro Speedway,North Wilkesboro,NC,200,0.625,125,-,15,-,50 Plymouth,-,-,-,0,,.,#VALUE!
1950,Wilkes 200,15,18,Fonty Flock,Grand National,Sunday,September,24,North Wilkesboro Speedway,North Wilkesboro,NC,200,0.625,125,3,47,Frank Christian,50 Oldsmobile,-,-,engine,104,,.,#VALUE!
1950,Wilkes 200,15,19,Red Byron,Grand National,Sunday,September,24,North Wilkesboro Speedway,North Wilkesboro,NC,200,0.625,125,2,22,Parks Novelty (Raymond Parks),50 Cadillac,-,-,spindle,33,,.,#VALUE!
1950,Wilkes 200,15,20,Slick Smith,Grand National,Sunday,September,24,North Wilkesboro Speedway,North Wilkesboro,NC,200,0.625,125,17,37,Nash Motor Co. (Nash Motor Co.),50 Nash,-,-,crash,0,,.,#VALUE!
1950,Wilkes 200,15,21,Dick Shuebruk,Grand National,Sunday,September,24,North Wilkesboro Speedway,North Wilkesboro,NC,200,0.625,125,-,-,-,49 Lincoln,-,-,-,0,,.,#VALUE!
1950,Wilkes 200,15,22,Curtis Turner,Grand National,Sunday,September,24,North Wilkesboro Speedway,North Wilkesboro,NC,200,0.625,125,4,41,Eanes Motor Co. (John Eanes),50 Oldsmobile,-,-,-,0,,.,#VALUE!
1950,Wilkes 200,15,23,Jim V. Cook,Grand National,Sunday,September,24,North Wilkesboro Speedway,North Wilkesboro,NC,200,0.625,125,-,58,Walter Motor Co.,50 Mercury,-,-,engine,0,,.,#VALUE!
1950,Wilkes 200,15,24,Tim Flock,Grand National,Sunday,September,24,North Wilkesboro Speedway,North Wilkesboro,NC,200,0.625,125,12,75,Frank Christian,50 Oldsmobile,-,-,-,0,,.,#VALUE!
1950,Wilkes 200,15,25,Jack Carr,Grand National,Sunday,September,24,North Wilkesboro Speedway,North Wilkesboro,NC,200,0.625,125,-,-,-,50 Oldsmobile,-,-,-,0,,.,#VALUE!
1950,Wilkes 200,15,26,Tex Keene,Grand National,Sunday,September,24,North Wilkesboro Speedway,North Wilkesboro,NC,200,0.625,125,18,14,Tex Keene,50 Plymouth,-,-,-,0,,.,#VALUE!
1950,Unknown,16,1,Dick Linder,Grand National,Sunday,October,1,Vernon Fairgrounds,Vernon,NY,200,0.5,100,1,25,Don Rogala,50 Oldsmobile,200,1000,running,159,,.,
1950,Unknown,16,2,Ted Swaim,Grand National,Sunday,October,1,Vernon Fairgrounds,Vernon,NY,200,0.5,100,-,38,Hubert Westmoreland,50 Plymouth,200,750,running,0,,.,
1950,Unknown,16,3,Lloyd Moore,Grand National,Sunday,October,1,Vernon Fairgrounds,Vernon,NY,200,0.5,100,-,59,Julian Buesink,50 Mercury,198,500,running,0,,.,
1950,Unknown,16,4,Tim Flock,Grand National,Sunday,October,1,Vernon Fairgrounds,Vernon,NY,200,0.5,100,-,9,Buddy Elliott,50 Oldsmobile,198,400,running,0,,.,
1950,Unknown,16,5,Jack Reynolds,Grand National,Sunday,October,1,Vernon Fairgrounds,Vernon,NY,200,0.5,100,-,-,-,50 Plymouth,-,300,running,0,,.,
1950,Unknown,16,6,Bill Rexford,Grand National,Sunday,October,1,Vernon Fairgrounds,Vernon,NY,200,0.5,100,-,60,Julian Buesink,50 Oldsmobile,-,200,running,0,,.,
1950,Unknown,16,7,Lee Petty,Grand National,Sunday,October,1,Vernon Fairgrounds,Vernon,NY,200,0.5,100,-,42,Bardahl (Petty Enterprises),49 Plymouth,-,150,running,0,,.,
1950,Unknown,16,8,Jimmy Thompson,Grand National,Sunday,October,1,Vernon Fairgrounds,Vernon,NY,200,0.5,100,-,-,Leland Colvin,50 Plymouth,-,125,running,0,,.,
1950,Unknown,16,9,Chuck Mahoney,Grand National,Sunday,October,1,Vernon Fairgrounds,Vernon,NY,200,0.5,100,-,77,Brooks Motors,50 Mercury,-,100,engine,0,,.,
1950,Unknown,16,10,Dick Jerrett,Grand National,Sunday,October,1,Vernon Fairgrounds,Vernon,NY,200,0.5,100,-,-,-,49 Oldsmobile,-,75,running,0,,.,
1950,Unknown,16,11,Herb Thomas,Grand National,Sunday,October,1,Vernon Fairgrounds,Vernon,NY,200,0.5,100,-,92,Herb Thomas,50 Plymouth,-,50,crash,41,,.,
1950,Unknown,16,12,Robert Sprague,Grand National,Sunday,October,1,Vernon Fairgrounds,Vernon,NY,200,0.5,100,-,-,-,-,-,50,-,0,,.,
1950,Unknown,16,13,Frank Keller,Grand National,Sunday,October,1,Vernon Fairgrounds,Vernon,NY,200,0.5,100,-,-,-,Ford,-,50,crash,0,,.,
1950,Unknown,16,14,Jim Delaney,Grand National,Sunday,October,1,Vernon Fairgrounds,Vernon,NY,200,0.5,100,-,99,-,50 Plymouth,-,50,-,0,,.,
1950,Unknown,16,15,Paul Parks,Grand National,Sunday,October,1,Vernon Fairgrounds,Vernon,NY,200,0.5,100,-,15,-,50 Plymouth,-,50,running,0,,.,
1950,Unknown,16,16,John Borden,Grand National,Sunday,October,1,Vernon Fairgrounds,Vernon,NY,200,0.5,100,-,-,-,50 Ford,-,-,-,0,,.,
1950,Unknown,16,17,Ted Chamberlain,Grand National,Sunday,October,1,Vernon Fairgrounds,Vernon,NY,200,0.5,100,-,93,Ted Chamberlain,50 Plymouth,-,-,-,0,,.,
1950,Unknown,16,18,Ann Bunselmeyer,Grand National,Sunday,October,1,Vernon Fairgrounds,Vernon,NY,200,0.5,100,-,105,Ann Bunselmeyer,49 Packard,-,-,running,0,,.,
1950,Unknown,16,19,Bill Burton,Grand National,Sunday,October,1,Vernon Fairgrounds,Vernon,NY,200,0.5,100,-,-,-,50 Ford,166,-,crash,0,,.,
1950,Unknown,16,20,Paul Smith,Grand National,Sunday,October,1,Vernon Fairgrounds,Vernon,NY,200,0.5,100,-,-,-,-,-,-,-,0,,.,
1950,Unknown,16,21,Speedy Thompson,Grand National,Sunday,October,1,Vernon Fairgrounds,Vernon,NY,200,0.5,100,-,-,Bruce Thompson,50 Plymouth,-,-,-,0,,.,
1950,Unknown,16,22,Frank Mundy,Grand National,Sunday,October,1,Vernon Fairgrounds,Vernon,NY,200,0.5,100,-,-,Nash Motor Co. (Nash Motor Co.),50 Nash,-,-,-,0,,.,
1950,Unknown,16,23,Paul Pettit,Grand National,Sunday,October,1,Vernon Fairgrounds,Vernon,NY,200,0.5,100,-,-,-,Ford,-,-,-,0,,.,
1950,Unknown,16,24,John DuBoise,Grand National,Sunday,October,1,Vernon Fairgrounds,Vernon,NY,200,0.5,100,-,-,John DuBoise,Ford,-,-,-,0,,.,
1950,Unknown,16,25,Augie Walackas,Grand National,Sunday,October,1,Vernon Fairgrounds,Vernon,NY,200,0.5,100,-,-,-,Chevrolet,-,-,-,0,,.,
1950,Unknown,16,26,Dick Eagan,Grand National,Sunday,October,1,Vernon Fairgrounds,Vernon,NY,200,0.5,100,-,-,Dick Eagan,Ford,-,-,-,0,,.,
1950,Unknown,16,27,Jack White,Grand National,Sunday,October,1,Vernon Fairgrounds,Vernon,NY,200,0.5,100,-,17,Dailey Moyer,50 Ford,-,-,-,0,,.,
1950,Unknown,16,28,George Bagnell,Grand National,Sunday,October,1,Vernon Fairgrounds,Vernon,NY,200,0.5,100,-,-,-,Mercury,-,-,-,0,,.,
1950,Unknown,16,29,Felix Wilkes,Grand National,Sunday,October,1,Vernon Fairgrounds,Vernon,NY,200,0.5,100,-,-,Felix Wilkes,Hudson,42,-,crash,0,,.,
1950,Unknown,17,1,Herb Thomas,Grand National,Sunday,October,15,Martinsville Speedway,Martinsville,VA,200,0.5,100,19,92,Herb Thomas,50 Plymouth,200,1000,running,135,,.,
1950,Unknown,17,2,Lee Petty,Grand National,Sunday,October,15,Martinsville Speedway,Martinsville,VA,200,0.5,100,-,42,Bardahl (Petty Enterprises),49 Plymouth,199,750,running,0,,.,
1950,Unknown,17,3,Buck Baker,Grand National,Sunday,October,15,Martinsville Speedway,Martinsville,VA,200,0.5,100,-,87,Darlington International Speedway (Bob Griffin),Oldsmobile,198,500,running,0,,.,
1950,Unknown,17,4,Fonty Flock,Grand National,Sunday,October,15,Martinsville Speedway,Martinsville,VA,200,0.5,100,1,7,Bob Flock Garage (Frank Christian),50 Oldsmobile,197,400,running,9,,.,
1950,Unknown,17,5,Weldon Adams,Grand National,Sunday,October,15,Martinsville Speedway,Martinsville,VA,200,0.5,100,-,52,Weldon Adams,50 Plymouth,193,300,running,0,,.,
1950,Unknown,17,6,Fireball Roberts,Grand National,Sunday,October,15,Martinsville Speedway,Martinsville,VA,200,0.5,100,5,11,Sam Rice,49 Oldsmobile,192,200,running,0,,.,
1950,Unknown,17,7,Jack Holloway,Grand National,Sunday,October,15,Martinsville Speedway,Martinsville,VA,200,0.5,100,-,8,-,50 Mercury,192,150,-,0,,.,
1950,Unknown,17,8,Jimmy Thompson,Grand National,Sunday,October,15,Martinsville Speedway,Martinsville,VA,200,0.5,100,-,25,Leland Colvin,50 Plymouth,190,125,-,0,,.,
