YEAR,Event,Race #,POSITION,DRIVER NAME,SERIES,DAY OF WEEK,MONTH,DAY,TRACK,CITY,STATE,LAPS TOTAL,TRACK MILEAGE FOR ONE LAP,TOTAL SCHEDULED MILES,START,CAR #,SPONSOR / OWNER,CAR MAKE,LAPS COMPLETED,MONEY WON,STATUS,LAPS LED,STAGE 1 RESULT,STAGE 2 RESULT,Total Miles
1950,Unknown,9,17,Bill Joslin,Grand National,Sunday,July,23,Charlotte Speedway,Charlotte,NC,200,0.75,150,-,50,Bill Joslin,49 Ford,-,-,-,0,,.,#VALUE!
1950,Unknown,9,18,Dick Clothier,Grand National,Sunday,July,23,Charlotte Speedway,Charlotte,NC,200,0.75,150,-,24,Dick Clothier,50 Pontiac,-,-,-,0,,.,#VALUE!
1950,Unknown,9,19,Bill Rexford,Grand National,Sunday,July,23,Charlotte Speedway,Charlotte,NC,200,0.75,150,-,80,Julian Buesink,50 Oldsmobile,125,-,engine,0,,.,93.75
1950,Unknown,9,20,Jim Paschal,Grand National,Sunday,July,23,Charlotte Speedway,Charlotte,NC,200,0.75,150,-,79,Al Wheatley,49 Ford,-,-,-,0,,.,#VALUE!
1950,Unknown,9,21,Lloyd Moore,Grand National,Sunday,July,23,Charlotte Speedway,Charlotte,NC,200,0.75,150,-,59,Julian Buesink,50 Oldsmobile,-,-,engine,0,,.,#VALUE!
1950,Unknown,9,22,Dick Linder,Grand National,Sunday,July,23,Charlotte Speedway,Charlotte,NC,200,0.75,150,-,25,Don Rogala,50 Oldsmobile,-,-,-,0,,.,#VALUE!
1950,Unknown,9,23,Clyde Minter,Grand National,Sunday,July,23,Charlotte Speedway,Charlotte,NC,200,0.75,150,-,19,Clyde Minter,50 Mercury,-,-,-,0,,.,#VALUE!
1950,Unknown,9,24,Lyle Scott,Grand National,Sunday,July,23,Charlotte Speedway,Charlotte,NC,200,0.75,150,-,-,-,49 Lincoln,-,-,-,0,,.,#VALUE!
1950,Unknown,9,25,Buddy Helms,Grand National,Sunday,July,23,Charlotte Speedway,Charlotte,NC,200,0.75,150,-,28,Buddy Helms,47 Hudson,-,-,-,0,,.,#VALUE!
1950,Unknown,9,26,Gayle Warren,Grand National,Sunday,July,23,Charlotte Speedway,Charlotte,NC,200,0.75,150,-,4,Earl Blevins,49 Oldsmobile,-,-,-,0,,.,#VALUE!
1950,Unknown,10,1,Fireball Roberts,Grand National,Sunday,August,13,Occoneechee Speedway,Hillsborough,NC,100,1,100,15,71,Sam Rice,49 Oldsmobile,100,1125,running,43,,.,100
1950,Unknown,10,2,Curtis Turner,Grand National,Sunday,August,13,Occoneechee Speedway,Hillsborough,NC,100,1,100,2,41,Eanes Motor Co. (John Eanes),50 Oldsmobile,100,750,running,45,,.,100
1950,Unknown,10,3,Dick Linder,Grand National,Sunday,August,13,Occoneechee Speedway,Hillsborough,NC,100,1,100,1,25,Don Rogala,50 Oldsmobile,-,500,running,0,,.,#VALUE!
1950,Unknown,10,4,Bill Rexford,Grand National,Sunday,August,13,Occoneechee Speedway,Hillsborough,NC,100,1,100,-,80,Julian Buesink,50 Oldsmobile,-,400,running,0,,.,#VALUE!
1950,Unknown,10,5,Clyde Minter,Grand National,Sunday,August,13,Occoneechee Speedway,Hillsborough,NC,100,1,100,-,19,Clyde Minter,50 Mercury,-,300,running,0,,.,#VALUE!
1950,Unknown,10,6,Gene Austin,Grand National,Sunday,August,13,Occoneechee Speedway,Hillsborough,NC,100,1,100,-,-,-,50 Oldsmobile,-,200,-,0,,.,#VALUE!
1950,Unknown,10,7,Lee Petty,Grand National,Sunday,August,13,Occoneechee Speedway,Hillsborough,NC,100,1,100,-,42,Petty Special (Petty Enterprises),49 Plymouth,-,150,-,0,,.,#VALUE!
1950,Unknown,10,8,Herb Thomas,Grand National,Sunday,August,13,Occoneechee Speedway,Hillsborough,NC,100,1,100,-,92,Herb Thomas,50 Plymouth,-,125,-,0,,.,#VALUE!
1950,Unknown,10,9,Chuck Mahoney,Grand National,Sunday,August,13,Occoneechee Speedway,Hillsborough,NC,100,1,100,-,77,Brooks Motors,50 Mercury,-,100,-,0,,.,#VALUE!
1950,Unknown,10,10,Johnny Mantz,Grand National,Sunday,August,13,Occoneechee Speedway,Hillsborough,NC,100,1,100,-,90,Red Star Garage (Buddy Elliott),49 Lincoln,-,75,-,0,,.,#VALUE!
1950,Unknown,10,11,George Hartley,Grand National,Sunday,August,13,Occoneechee Speedway,Hillsborough,NC,100,1,100,-,60,Julian Buesink,50 Ford,-,50,-,0,,.,#VALUE!
1950,Unknown,10,12,Pee Wee Martin,Grand National,Sunday,August,13,Occoneechee Speedway,Hillsborough,NC,100,1,100,-,47,Ed Lawrence,47 Buick,-,50,-,12,,.,#VALUE!
1950,Unknown,10,13,Bill Snowden,Grand National,Sunday,August,13,Occoneechee Speedway,Hillsborough,NC,100,1,100,-,37,Nash Motor Co. (Nash Motor Co.),50 Nash,-,50,-,0,,.,#VALUE!
1950,Unknown,10,14,Lyle Scott,Grand National,Sunday,August,13,Occoneechee Speedway,Hillsborough,NC,100,1,100,-,-,-,49 Lincoln,-,50,-,0,,.,#VALUE!
1950,Unknown,10,15,Don White,Grand National,Sunday,August,13,Occoneechee Speedway,Hillsborough,NC,100,1,100,-,-,-,49 Ford,-,50,-,0,,.,#VALUE!
1950,Unknown,10,16,Pap White,Grand National,Sunday,August,13,Occoneechee Speedway,Hillsborough,NC,100,1,100,-,-,-,50 Mercury,-,-,-,0,,.,#VALUE!
1950,Unknown,10,17,Marshall Teague,Grand National,Sunday,August,13,Occoneechee Speedway,Hillsborough,NC,100,1,100,-,6,Paul Cox,49 Lincoln,-,-,-,0,,.,#VALUE!
1950,Unknown,10,18,Bill Joslin,Grand National,Sunday,August,13,Occoneechee Speedway,Hillsborough,NC,100,1,100,-,50,Bill Joslin,49 Ford,-,-,-,0,,.,#VALUE!
1950,Unknown,10,19,Jimmy Florian,Grand National,Sunday,August,13,Occoneechee Speedway,Hillsborough,NC,100,1,100,-,27,Euclid Motor Co. (Jimmy Florian),50 Ford,-,-,-,0,,.,#VALUE!
1950,Unknown,10,20,Gayle Warren,Grand National,Sunday,August,13,Occoneechee Speedway,Hillsborough,NC,100,1,100,-,4,Earl Blevins,49 Oldsmobile,-,-,-,0,,.,#VALUE!
1950,Unknown,10,21,Jimmie Lewallen,Grand National,Sunday,August,13,Occoneechee Speedway,Hillsborough,NC,100,1,100,-,0,Sam Rice,50 Oldsmobile,-,-,-,0,,.,#VALUE!
1950,Unknown,10,22,Dick Burns,Grand National,Sunday,August,13,Occoneechee Speedway,Hillsborough,NC,100,1,100,-,18,-,50 Oldsmobile,-,-,-,0,,.,#VALUE!
1950,Unknown,10,23,Ray Duhigg,Grand National,Sunday,August,13,Occoneechee Speedway,Hillsborough,NC,100,1,100,-,10,Ray Duhigg,50 Plymouth,-,-,-,0,,.,#VALUE!
1950,Unknown,10,24,Glenn Dunaway,Grand National,Sunday,August,13,Occoneechee Speedway,Hillsborough,NC,100,1,100,-,49,Glenn Dunaway,49 Oldsmobile,-,-,-,0,,.,#VALUE!
1950,Unknown,10,25,Bob Apperson,Grand National,Sunday,August,13,Occoneechee Speedway,Hillsborough,NC,100,1,100,-,11,Bob Apperson,49 Oldsmobile,-,-,-,0,,.,#VALUE!
1950,Unknown,10,26,Sterling Long,Grand National,Sunday,August,13,Occoneechee Speedway,Hillsborough,NC,100,1,100,-,31,Gate City Truck Stop (Sterling Long),49 Hudson,-,-,crash,0,,.,#VALUE!
1950,Unknown,10,27,Bill Blair,Grand National,Sunday,August,13,Occoneechee Speedway,Hillsborough,NC,100,1,100,-,2,Sam Rice,49 Oldsmobile,-,-,-,0,,.,#VALUE!
1950,Unknown,11,1,Dick Linder,Grand National,Sunday,August,20,Dayton Speedway,Dayton,OH,195,0.5,97.5,2,25,Don Rogala,50 Oldsmobile,195,1000,running,146,,.,97.5
1950,Unknown,11,2,Red Harvey,Grand National,Sunday,August,20,Dayton Speedway,Dayton,OH,195,0.5,97.5,-,-,-,49 Oldsmobile,-,750,running,1,,.,#VALUE!
1950,Unknown,11,3,Herb Thomas,Grand National,Sunday,August,20,Dayton Speedway,Dayton,OH,195,0.5,97.5,-,92,Herb Thomas,50 Plymouth,-,500,running,0,,.,#VALUE!
1950,Unknown,11,4,Lee Petty,Grand National,Sunday,August,20,Dayton Speedway,Dayton,OH,195,0.5,97.5,-,42,Petty Special (Petty Enterprises),49 Plymouth,-,400,running,0,,.,#VALUE!
1950,Unknown,11,5,Art Lamey,Grand National,Sunday,August,20,Dayton Speedway,Dayton,OH,195,0.5,97.5,-,-,-,49 Plymouth,-,300,running,0,,.,#VALUE!
1950,Unknown,11,6,Paul Parks,Grand National,Sunday,August,20,Dayton Speedway,Dayton,OH,195,0.5,97.5,-,-,-,49 Cadillac,-,200,-,0,,.,#VALUE!
1950,Unknown,11,7,Jack Kabat,Grand National,Sunday,August,20,Dayton Speedway,Dayton,OH,195,0.5,97.5,-,-,-,-,-,150,-,0,,.,#VALUE!
1950,Unknown,11,8,Lloyd Moore,Grand National,Sunday,August,20,Dayton Speedway,Dayton,OH,195,0.5,97.5,-,59,Julian Buesink,50 Ford,-,125,-,0,,.,#VALUE!
1950,Unknown,11,9,Joe Nagle,Grand National,Sunday,August,20,Dayton Speedway,Dayton,OH,195,0.5,97.5,-,12,Joe Nagle,50 Mercury,-,100,-,0,,.,#VALUE!
1950,Unknown,11,10,Paul Smith,Grand National,Sunday,August,20,Dayton Speedway,Dayton,OH,195,0.5,97.5,-,-,-,48 Ford,-,75,-,0,,.,#VALUE!
1950,Unknown,11,11,Tommy Thompson,Grand National,Sunday,August,20,Dayton Speedway,Dayton,OH,195,0.5,97.5,-,-,Tommy Thompson,-,-,50,crash,0,,.,#VALUE!
1950,Unknown,11,12,Johnny Mantz,Grand National,Sunday,August,20,Dayton Speedway,Dayton,OH,195,0.5,97.5,-,90,Red Star Garage (Buddy Elliott),49 Lincoln,-,50,crash,0,,.,#VALUE!
1950,Unknown,11,13,Carl Renner,Grand National,Sunday,August,20,Dayton Speedway,Dayton,OH,195,0.5,97.5,-,-,-,-,-,50,-,0,,.,#VALUE!
1950,Unknown,11,14,Bill Rexford,Grand National,Sunday,August,20,Dayton Speedway,Dayton,OH,195,0.5,97.5,-,80,Julian Buesink,50 Oldsmobile,-,50,-,0,,.,#VALUE!
1950,Unknown,11,15,Ed Jackson,Grand National,Sunday,August,20,Dayton Speedway,Dayton,OH,195,0.5,97.5,-,-,-,-,-,50,-,0,,.,#VALUE!
1950,Unknown,11,16,Jack Russell,Grand National,Sunday,August,20,Dayton Speedway,Dayton,OH,195,0.5,97.5,-,-,-,-,-,-,-,0,,.,#VALUE!
1950,Unknown,11,17,Jim Wesley,Grand National,Sunday,August,20,Dayton Speedway,Dayton,OH,195,0.5,97.5,-,1,-,50 Ford,-,-,-,0,,.,#VALUE!
1950,Unknown,11,18,Dick Burns,Grand National,Sunday,August,20,Dayton Speedway,Dayton,OH,195,0.5,97.5,-,18,-,50 Oldsmobile,-,-,-,0,,.,#VALUE!
1950,Unknown,11,19,Louise Smith,Grand National,Sunday,August,20,Dayton Speedway,Dayton,OH,195,0.5,97.5,-,94,Leslie Motor Co. (Louise Smith),50 Nash,-,-,-,0,,.,#VALUE!
1950,Unknown,11,20,George Hartley,Grand National,Sunday,August,20,Dayton Speedway,Dayton,OH,195,0.5,97.5,-,60,Julian Buesink,50 Mercury,-,-,-,0,,.,#VALUE!
1950,Unknown,11,21,Joe Merola,Grand National,Sunday,August,20,Dayton Speedway,Dayton,OH,195,0.5,97.5,-,69,-,50 Ford,-,-,crash,0,,.,#VALUE!
1950,Unknown,11,22,Jimmy Florian,Grand National,Sunday,August,20,Dayton Speedway,Dayton,OH,195,0.5,97.5,-,27,Euclid Motor Co. (Jimmy Florian),50 Ford,-,-,-,0,,.,#VALUE!
1950,Unknown,11,23,Curtis Turner,Grand National,Sunday,August,20,Dayton Speedway,Dayton,OH,195,0.5,97.5,1,41,Eanes Motor Co. (John Eanes),50 Oldsmobile,-,-,-,48,,.,#VALUE!
1950,Unknown,11,24,Ray Duhigg,Grand National,Sunday,August,20,Dayton Speedway,Dayton,OH,195,0.5,97.5,-,10,Ray Duhigg,50 Plymouth,-,-,-,0,,.,#VALUE!
1950,Unknown,11,25,Mike Klapak,Grand National,Sunday,August,20,Dayton Speedway,Dayton,OH,195,0.5,97.5,-,23,Mike Klapak,49 Ford,-,-,-,0,,.,#VALUE!
1950,Unknown,11,26,Bob Moore,Grand National,Sunday,August,20,Dayton Speedway,Dayton,OH,195,0.5,97.5,-,78,Bob Moore,50 Oldsmobile,-,-,-,0,,.,#VALUE!
1950,Unknown,11,27,Chuck Mahoney,Grand National,Sunday,August,20,Dayton Speedway,Dayton,OH,195,0.5,97.5,-,77,Brooks Motors,50 Mercury,-,-,-,0,,.,#VALUE!
1950,Unknown,11,28,Gayle Warren,Grand National,Sunday,August,20,Dayton Speedway,Dayton,OH,195,0.5,97.5,-,44.5,Earl Blevins,49 Oldsmobile,-,-,crash,0,,.,#VALUE!
1950,Unknown,12,1,Dick Linder,Grand National,Sunday,August,27,Hamburg Speedway,Hamburg,NY,200,0.5,100,1,25,Don Rogala,50 Oldsmobile,200,1500,running,117,,.,100
1950,Unknown,12,2,Fireball Roberts,Grand National,Sunday,August,27,Hamburg Speedway,Hamburg,NY,200,0.5,100,3,11,Sam Rice,49 Oldsmobile,200,750,running,9,,.,100
1950,Unknown,12,3,Curtis Turner,Grand National,Sunday,August,27,Hamburg Speedway,Hamburg,NY,200,0.5,100,2,41,Eanes Motor Co. (John Eanes),50 Oldsmobile,199,500,running,74,,.,99.5
1950,Unknown,12,4,Lloyd Moore,Grand National,Sunday,August,27,Hamburg Speedway,Hamburg,NY,200,0.5,100,-,59,Julian Buesink,50 Lincoln,-,400,running,0,,.,#VALUE!
1950,Unknown,12,5,Jack White,Grand National,Sunday,August,27,Hamburg Speedway,Hamburg,NY,200,0.5,100,-,-,Moyer Co. (Dailey Moyer),50 Mercury,-,300,running,0,,.,#VALUE!
1950,Unknown,12,6,Bill Rexford,Grand National,Sunday,August,27,Hamburg Speedway,Hamburg,NY,200,0.5,100,-,80,Julian Buesink,50 Oldsmobile,-,200,-,0,,.,#VALUE!
1950,Unknown,12,7,Frank Mundy,Grand National,Sunday,August,27,Hamburg Speedway,Hamburg,NY,200,0.5,100,-,-,-,50 Oldsmobile,-,150,-,0,,.,#VALUE!
1950,Unknown,12,8,Ted Chamberlain,Grand National,Sunday,August,27,Hamburg Speedway,Hamburg,NY,200,0.5,100,-,93,Ted Chamberlain,50 Plymouth,-,125,-,0,,.,#VALUE!
1950,Unknown,12,9,Pappy Hough,Grand National,Sunday,August,27,Hamburg Speedway,Hamburg,NY,200,0.5,100,-,66,Pappy Hough,50 Ford,-,100,-,0,,.,#VALUE!
1950,Unknown,12,10,Bill Blair,Grand National,Sunday,August,27,Hamburg Speedway,Hamburg,NY,200,0.5,100,-,-,Sam Rice,50 Mercury,-,75,-,0,,.,#VALUE!
1950,Unknown,12,11,Frankie Schneider,Grand National,Sunday,August,27,Hamburg Speedway,Hamburg,NY,200,0.5,100,-,-,-,-,-,50,-,0,,.,#VALUE!
1950,Unknown,12,12,John Borden,Grand National,Sunday,August,27,Hamburg Speedway,Hamburg,NY,200,0.5,100,-,-,-,50 Ford,-,50,-,0,,.,#VALUE!
1950,Unknown,12,13,Dick Jerrett,Grand National,Sunday,August,27,Hamburg Speedway,Hamburg,NY,200,0.5,100,-,-,-,49 Oldsmobile,-,50,-,0,,.,#VALUE!
1950,Unknown,12,14,Sara Christian,Grand National,Sunday,August,27,Hamburg Speedway,Hamburg,NY,200,0.5,100,-,71,Frank Christian,50 Ford,-,50,-,0,,.,#VALUE!
1950,Unknown,12,15,Harland Holmes,Grand National,Sunday,August,27,Hamburg Speedway,Hamburg,NY,200,0.5,100,-,58,-,49 Ford,-,50,-,0,,.,#VALUE!
1950,Unknown,12,16,Chuck Mahoney,Grand National,Sunday,August,27,Hamburg Speedway,Hamburg,NY,200,0.5,100,-,77,Brooks Motors,50 Mercury,-,-,-,0,,.,#VALUE!
1950,Unknown,12,17,F. Weichman,Grand National,Sunday,August,27,Hamburg Speedway,Hamburg,NY,200,0.5,100,-,-,-,-,-,-,-,0,,.,#VALUE!
1950,Unknown,12,18,Red Ryder,Grand National,Sunday,August,27,Hamburg Speedway,Hamburg,NY,200,0.5,100,-,-,-,49 Oldsmobile,-,-,-,0,,.,#VALUE!
1950,Unknown,12,19,Lyle Scott,Grand National,Sunday,August,27,Hamburg Speedway,Hamburg,NY,200,0.5,100,-,-,-,49 Lincoln,-,-,-,0,,.,#VALUE!
1950,Unknown,12,20,Morris Lamb,Grand National,Sunday,August,27,Hamburg Speedway,Hamburg,NY,200,0.5,100,-,-,-,-,-,-,-,0,,.,#VALUE!
1950,Unknown,12,21,Ann Chester,Grand National,Sunday,August,27,Hamburg Speedway,Hamburg,NY,200,0.5,100,-,72,-,47 Plymouth,92,-,crash,0,,.,46
1950,Unknown,12,22,Louise Smith,Grand National,Sunday,August,27,Hamburg Speedway,Hamburg,NY,200,0.5,100,-,94,Leslie Motor Co. (Louise Smith),50 Nash,-,-,crash,0,,.,#VALUE!
1950,Unknown,12,23,Ken Warmington,Grand National,Sunday,August,27,Hamburg Speedway,Hamburg,NY,200,0.5,100,-,54,-,49 Ford,-,-,crash,0,,.,#VALUE!
1950,Unknown,12,24,Art Lamey,Grand National,Sunday,August,27,Hamburg Speedway,Hamburg,NY,200,0.5,100,-,9,-,49 Plymouth,-,-,-,0,,.,#VALUE!
1950,Unknown,12,25,Gayle Warren,Grand National,Sunday,August,27,Hamburg Speedway,Hamburg,NY,200,0.5,100,-,48,Earl Blevins,49 Oldsmobile,-,-,-,0,,.,#VALUE!
1950,Unknown,12,26,Jimmy Florian,Grand National,Sunday,August,27,Hamburg Speedway,Hamburg,NY,200,0.5,100,-,27,Euclid Motor Co. (Jimmy Florian),50 Ford,-,-,-,0,,.,#VALUE!
1950,Unknown,12,27,Lee Petty,Grand National,Sunday,August,27,Hamburg Speedway,Hamburg,NY,200,0.5,100,-,42,Petty Special (Petty Enterprises),49 Plymouth,-,-,-,0,,.,#VALUE!
1950,Unknown,12,28,Lee Hough,Grand National,Sunday,August,27,Hamburg Speedway,Hamburg,NY,200,0.5,100,-,6,Pappy Hough,50 Ford,-,-,-,0,,.,#VALUE!
1950,Unknown,12,29,George Hartley,Grand National,Sunday,August,27,Hamburg Speedway,Hamburg,NY,200,0.5,100,-,60,Julian Buesink,50 Ford,-,-,-,0,,.,#VALUE!
1950,Unknown,12,30,Dick Burns,Grand National,Sunday,August,27,Hamburg Speedway,Hamburg,NY,200,0.5,100,-,18,-,49 Mercury,-,-,-,0,,.,#VALUE!
1950,Unknown,12,31,Bob Dickson,Grand National,Sunday,August,27,Hamburg Speedway,Hamburg,NY,200,0.5,100,-,293,-,49 Lincoln,-,-,-,0,,.,#VALUE!
1950,Unknown,12,32,Paul Parks,Grand National,Sunday,August,27,Hamburg Speedway,Hamburg,NY,200,0.5,100,-,15,-,50 Plymouth,-,-,-,0,,.,#VALUE!
1950,Unknown,12,33,Hugh Darragh,Grand National,Sunday,August,27,Hamburg Speedway,Hamburg,NY,200,0.5,100,-,-,-,49 Ford,-,-,-,0,,.,#VALUE!
1950,Southern 500,13,1,Johnny Mantz,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,43,98,Hubert Westmoreland,50 Plymouth,400,10510,running,351,,.,500
1950,Southern 500,13,2,Fireball Roberts,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,67,82,Sam Rice,50 Oldsmobile,391,3500,running,0,,.,488.75
1950,Southern 500,13,3,Red Byron,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,7,22,Parks Novelty (Raymond Parks),50 Cadillac,390,2000,running,0,,.,487.5
1950,Southern 500,13,4,Bill Rexford,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,23,59,Julian Buesink,50 Oldsmobile,385,1500,running,0,,.,481.25
1950,Southern 500,13,5,Chuck Mahoney,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,15,77,Brooks Motors,50 Mercury,381,1000,running,0,,.,476.25
1950,Southern 500,13,6,Lee Petty,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,35,42,Petty Special (Petty Enterprises),49 Plymouth,380,800,running,0,,.,475
1950,Southern 500,13,7,Cotton Owens,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,38,71,F.J. Bland,50 Plymouth,380,930,running,23,,.,475
1950,Southern 500,13,8,Bill Blair,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,64,2,Sam Rice,49 Cadillac,375,600,running,0,,.,468.75
1950,Southern 500,13,9,Hershel McGriff,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,44,52,City of Roses (Hershel McGriff),50 Oldsmobile,374,500,running,0,,.,467.5
1950,Southern 500,13,10,George Hartley,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,26,61,Julian Buesink,50 Oldsmobile,371,450,running,0,,.,463.75
1950,Southern 500,13,11,Tim Flock,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,16,9,Buddy Elliott,50 Oldsmobile,370,400,running,0,,.,462.5
1950,Southern 500,13,12,Johnny Grubb,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,57,44,Johnny Grubb,50 Plymouth,368,350,running,0,,.,460
1950,Southern 500,13,13,Dick Linder,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,62,26,Don Rogala,50 Oldsmobile,367,300,running,0,,.,458.75
1950,Southern 500,13,14,John DuBoise,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,68,89,John DuBoise,50 Ford,367,250,running,0,,.,458.75
1950,Southern 500,13,15,Weldon Adams,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,72,72,Harold Mays,49 Plymouth,367,225,running,0,,.,458.75
1950,Southern 500,13,16,Barney Smith,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,32,99,Barney Smith,50 Oldsmobile,366,275,running,0,,.,457.5
1950,Southern 500,13,17,Gober Sosebee,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,3,51,Cherokee Garage (Gober Sosebee),50 Oldsmobile,364,290,running,4,,.,455
1950,Southern 500,13,18,Elmer Wilson,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,52,39,Elmer Wilson,49 Plymouth,360,100,running,0,,.,450
1950,Southern 500,13,19,Joe Eubanks,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,21,4,Joe Eubanks,50 Mercury,359,-,running,0,,.,448.75
1950,Southern 500,13,20,Shorty York,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,19,43,B.S. Beeson,50 Buick,358,-,running,0,,.,447.5
1950,Southern 500,13,21,Walt Crawford,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,51,64,South's Garden Spot / Carolina Motors (Walt Crawford),50 Buick,358,-,running,0,,.,447.5
1950,Southern 500,13,22,Murrace Walker,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,33,-,Murrace Walker,50 Oldsmobile,358,-,running,0,,.,447.5
1950,Southern 500,13,23,Gene Comstock,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,48,-,Gene Comstock,50 Oldsmobile,355,-,-,0,,.,443.75
1950,Southern 500,13,24,Jack White,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,27,17,Dailey Moyer,50 Ford,354,-,-,0,,.,442.5
1950,Southern 500,13,25,Byron Beatty,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,71,65,Byron Beatty,50 Ford,351,-,-,0,,.,438.75
1950,Southern 500,13,26,Bill Widenhouse,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,53,-,Bill Widenhouse,49 Plymouth,350,-,-,0,,.,437.5
1950,Southern 500,13,27,Bob Flock,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,4,7,Bob Flock Garage (Frank Christian),50 Oldsmobile,348,-,running,0,,.,435
1950,Southern 500,13,28,Fonty Flock,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,10,47,Frank Christian,50 Oldsmobile,346,-,-,0,,.,432.5
1950,Southern 500,13,29,Jack Smith,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,13,19,R & W Auto Service,50 Oldsmobile,345,-,crash,0,,.,431.25
1950,Southern 500,13,30,Pee Wee Martin,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,30,34,Eanes Motor Co. / Firestone Tires (John Eanes),50 Oldsmobile,344,100,overheating,0,,.,430
1950,Southern 500,13,31,Lee Morgan,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,5,5,Lee Morgan,49 Oldsmobile,342,-,running,0,,.,427.5
1950,Southern 500,13,32,Hub McBride,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,8,-,Hub McBride,50 Mercury,341,-,-,0,,.,426.25
1950,Southern 500,13,33,Slick Smith,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,11,-,-,50 Oldsmobile,340,-,-,0,,.,425
1950,Southern 500,13,34,Ted Chamberlain,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,12,45,Ted Chamberlain,50 Plymouth,338,-,running,0,,.,422.5
1950,Southern 500,13,35,Virgil Livengood,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,6,66,Virgil Livengood,50 Oldsmobile,338,-,running,0,,.,422.5
1950,Southern 500,13,36,Billy Carden,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,9,-,-,50 Ford,338,-,running,0,,.,422.5
1950,Southern 500,13,37,Bill Snowden,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,14,37,Nash Motor Co. (Nash Motor Co.),50 Nash,338,-,running,0,,.,422.5
1950,Southern 500,13,38,Harold Kite,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,22,21,Edmunds Motors (Harold Kite),49 Lincoln,334,-,-,0,,.,417.5
1950,Southern 500,13,39,Glenn Dunaway,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,25,49,Glenn Dunaway,50 Lincoln,333,-,-,0,,.,416.25
1950,Southern 500,13,40,Jimmy Thompson,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,2,25,Leland Colvin,50 Lincoln,332,125,engine,0,,.,415
1950,Southern 500,13,41,Jimmy Florian,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,65,27,Euclid Motor Co. (Jimmy Florian),50 Ford,331,-,spindle,0,,.,413.75
1950,Southern 500,13,42,Bob Smith,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,20,35,Central Chevrolet Corp.,50 Oldsmobile,331,-,running,0,,.,413.75
1950,Southern 500,13,43,Jimmie Lewallen,Grand National,Monday,September,4,Darlington Raceway,Darlington,SC,400,1.25,500,24,0,Sam Rice,50 Oldsmobile,330,-,-,0,,.,412.5
